Instance_number,length,Cluster
0,54,cluster1
1,3755,cluster0
2,182,cluster1
3,3755,cluster0
4,3863,cluster0
5,182,cluster1
6,3755,cluster0
7,182,cluster1
8,3755,cluster0
9,3917,cluster0
10,3755,cluster0
11,3917,cluster0
12,3755,cluster0
13,3755,cluster0
14,3917,cluster0
15,3755,cluster0
16,3755,cluster0
17,182,cluster1
18,3863,cluster0
19,182,cluster1
20,256,cluster1
21,1083,cluster1
22,3755,cluster0
23,3771,cluster0
24,182,cluster1
25,3755,cluster0
26,182,cluster1
27,3755,cluster0
28,3755,cluster0
29,4079,cluster0
30,3755,cluster0
31,182,cluster1
32,3755,cluster0
33,182,cluster1
34,3917,cluster0
35,182,cluster1
36,3755,cluster0
37,3917,cluster0
38,182,cluster1
39,3755,cluster0
40,182,cluster1
41,3971,cluster0
42,3755,cluster0
43,3755,cluster0
44,182,cluster1
45,3755,cluster0
46,182,cluster1
47,3755,cluster0
48,182,cluster1
49,3755,cluster0
