Instance_number,length,Cluster
0,733,cluster1
1,733,cluster1
2,3823,cluster0
3,108,cluster1
4,3715,cluster0
5,108,cluster1
6,3715,cluster0
7,3715,cluster0
8,108,cluster1
9,3715,cluster0
10,3843,cluster0
11,3715,cluster0
12,108,cluster1
13,3715,cluster0
14,3843,cluster0
15,3823,cluster0
16,4059,cluster0
17,108,cluster1
18,733,cluster1
19,1560,cluster1
20,3715,cluster0
21,3843,cluster0
22,3843,cluster0
23,108,cluster1
24,3715,cluster0
25,3715,cluster0
26,3715,cluster0
27,108,cluster1
28,3931,cluster0
29,108,cluster1
30,3715,cluster0
31,3715,cluster0
32,108,cluster1
33,3715,cluster0
34,3843,cluster0
35,108,cluster1
36,3877,cluster0
37,108,cluster1
38,3731,cluster0
39,3843,cluster0
40,3931,cluster0
41,3823,cluster0
42,108,cluster1
43,3715,cluster0
