Instance_number,length,Cluster
0,3877,cluster0
1,3715,cluster0
2,3715,cluster0
3,3715,cluster0
4,3715,cluster0
5,3715,cluster0
6,3843,cluster0
7,3715,cluster0
8,3715,cluster0
9,3715,cluster0
10,3715,cluster0
11,3715,cluster0
12,3715,cluster0
13,3715,cluster0
14,3715,cluster0
15,3931,cluster0
16,3715,cluster0
17,3715,cluster0
18,3715,cluster0
19,3715,cluster0
20,3715,cluster0
21,108,cluster1
22,3715,cluster0
23,3823,cluster0
24,3715,cluster0
25,3843,cluster0
26,3843,cluster0
27,3715,cluster0
28,3715,cluster0
29,3715,cluster0
30,3715,cluster0
31,3715,cluster0
32,3715,cluster0
33,3715,cluster0
34,3715,cluster0
35,3715,cluster0
36,3715,cluster0
37,3823,cluster0
38,3715,cluster0
39,3715,cluster0
40,108,cluster1
41,3715,cluster0
