time_ave,time_sd,data_ave,data_sd
1290.765625,1825.1016644815595,724.625,878.9527415481449,sencing
337.43951612903226,402.48665121493974,90.3629032258,5.703471887480478,sencing
409.85955056179773,679.5503201215689,96.5730337079,23.41726417801904,sencing
1438.8653846153845,3866.434374244602,100.384615385,28.753697987024104,sencing
280.5457516339869,53.79693905684633,917.418300654,170.01511329894564,sencing
246.90847457627117,2529.4502105980087,402.806779661,623.718009910118,sencing
1491.5121951219512,4430.5513345293775,90.0,0.0,sencing
1174.9,2251.7146238240002,93.8571428571,18.22814598697435,sencing
1973.2558139534883,1826.964378836097,2585.18604651,1722.7846611351367,sencing
4116.526315789473,923.7068553229631,622.0,0.0,sencing
394.4600938967136,760.2877479448852,92.1126760563,13.626351123884833,sencing
2347.3714285714286,1980.3575158572362,3228.62857143,1275.4791611830608,sencing
291.0440677966102,36.09481051570842,491.993220339,29.025528590680285,sencing
8095.5,8036.5,90.0,0.0,sencing
1881.28125,4778.124770990021,98.4375,26.233253586812292,sencing
4099.65,1420.7427731647977,226.8,47.07610859023927,sencing
565.1788079470199,1434.6044154939946,95.9602649007,22.380774860883108,sencing
184.1351931330472,1441.3271784611843,421.341201717,601.0815265894797,sencing
4743.818181818182,10732.663456758208,106.363636364,34.71251471279415,sencing
236.39710144927537,1679.304468338859,419.47826087,655.4933092815807,sencing
59.46391030133147,5.693459492738861,74.0812894184,36.52845959653666,sencing
3129.1304347826085,3360.470260884794,101.739130435,30.310304448579785,sencing
197.70809248554914,1835.106989618022,428.534682081,653.3408145029819,sencing
598.5281690140845,5.602682534024937,113.0,0.0,sencing
483.41714285714284,1121.8617041038015,93.0857142857,16.37658856603615,sencing
289.07744107744105,40.872933543877345,805.306397306,70.74183913492998,sencing
2733.3571428571427,4369.681879678638,99.6428571429,27.83653083592839,sencing
946.1625,2534.9048919227234,95.625,21.78553132241672,sencing
3563.7083333333335,9768.8326600434,101.25,29.764702249476645,sencing
58.959694232105626,1.5284338333561809,866.977067408,101.59098607924479,sencing
2141.4473684210525,2981.6294617591107,99.4736842105,27.620298449267203,sencing
218.7780612244898,93.2172918415996,770.262755102,388.0258773200073,sencing
2534.3478260869565,5354.454428496249,93.9130434783,18.35380079930908,sencing
1306.703125,2318.060919710747,95.625,21.78553132241672,sencing
1766.936170212766,2173.2294275713125,2825.34042553,1591.9992419087762,sencing
