time_ave,time_sd,data_ave,data_sd
1311.484375,1863.369369182036,726.6875,883.0081730050691,sencing
363.8468085106383,588.9094157309978,90.7659574468,8.267374395927929,sencing
483.6646706586826,1048.5242758349996,96.4670658683,23.24248238031506,sencing
1174.5185185185185,4630.153420147272,93.3333333333,16.996731711975954,sencing
274.76602564102564,63.84195027545535,920.432692308,229.1098898422344,sencing
260.45151515151514,2205.4358091441513,422.718181818,712.2961437043508,sencing
4816.588235294118,8564.254653595157,95.2941176471,21.176470588235293,sencing
1219.2794117647059,2342.8406453653906,93.9705882353,18.482082410870657,sencing
1614.3653846153845,1793.6990360366194,3050.19230769,2590.6602740084318,sencing
4214.736842105263,962.4960884188603,622.0,0.0,sencing
428.65829145728645,1092.8579488207029,91.3567839196,10.966753856968786,sencing
2648.9666666666667,1872.2971716287161,3379.96666667,1092.0751342691074,sencing
55018.0,0.0,156.0,0.0,sencing
286.75585284280936,49.399578121549375,498.849498328,139.1205563125433,sencing
2554.235294117647,7515.013737449083,95.2941176471,21.17647058823529,sencing
2017.975,5555.506095251359,94.5,19.615045245933032,sencing
3604.409090909091,1503.8942981198363,240.545454545,70.45870955436322,sencing
451.83684210526314,950.5458042677791,93.7894736842,18.074637500531626,sencing
154.3314814814815,1004.9939300211141,2356.19259259,17977.37108031098,kensaku
8978.888888888889,14796.152956798858,110.0,37.416573867739416,sencing
391.08910891089107,3682.407844958785,881.534653465,4497.285915442196,sencing
59.210746685275645,4.168498694792923,70.6643405443,35.44370872732414,sencing
2705.1724137931033,3537.152449786707,99.3103448276,27.408913033431247,sencing
177.26052631578946,1171.183264916632,1739.58157895,15393.168467526746,kensaku
594.3776223776224,38.27263335958192,113.944055944,9.580557397814315,sencing
367.2715517241379,708.4171522517574,90.775862069,8.320193763178693,sencing
46738.0,0.0,555.0,0.0,sencing
287.72147651006713,47.09599943647653,813.476510067,66.62462046608513,sencing
3662.1052631578946,10067.223883760696,94.7368421053,20.096719044249244,sencing
3605.5555555555557,9437.982683593062,100.0,28.284271247461902,sencing
2961.296296296296,9483.396058432727,96.6666666667,23.570226039551592,sencing
58.959694232105626,1.5284338333561809,866.924252953,101.3450704787116,sencing
1424.537037037037,2623.742398665345,100.0,28.284271247461902,sencing
214.63659147869674,92.69461415391895,775.135338346,408.0096892177456,sencing
1222.9777777777779,3602.082881944148,94.0,18.547236990991408,sencing
46738.0,0.0,158740.0,0.0,kensaku
1464.537037037037,2775.701931330383,95.0,20.615528128088304,sencing
1663.686274509804,1454.059907741702,3088.92156863,2600.6371077867707,sencing
