time_ave,time_sd,data_ave,data_sd
1436.9166666666667,1992.6981899898672,734.15,920.7145743931721,sencing
384.1126126126126,743.3556197463573,91.6216216216,11.971478156946008,sencing
542.4967320261438,1137.1359339772266,95.2941176471,21.176470588235265,sencing
2068.8076923076924,4470.078832717612,96.9230769231,23.982241950953686,sencing
275.2540192926045,59.786891972161605,931.327974277,220.79918089740235,sencing
187.02540415704388,1154.5501275584172,445.348729792,703.7542223023031,sencing
3094.75,7213.789793686811,94.5,19.615045245933032,sencing
1580.1458333333333,2393.403094876826,99.375,27.492896809903463,sencing
1285.2878787878788,1378.0817559987922,2582.27272727,1680.455219219379,sencing2
4568.722222222223,672.3145597738834,614.611111111,37.078203973177324,sencing
358.7268907563025,538.3026828397908,91.512605042,11.5692039384038,sencing
2737.548387096774,4011.3345847591045,2924.41935484,2194.9051088930346,sencing
290.23728813559325,38.77677925762985,494.983050847,49.819433797592474,sencing
4959.9375,9794.005216641133,101.25,29.764702249476645,sencing
2904.4761904761904,7209.541941853024,102.857142857,31.49343955006943,sencing
4287.1578947368425,1283.5510062305932,238.736842105,53.4738914210656,sencing
458.75935828877004,765.9477864778273,93.8502673797,18.21261939634447,sencing
183.75641025641025,1501.6223720883809,437.382051282,657.0819136274441,sencing
2596.8333333333335,7011.9186251378815,96.0,22.44994432064365,sencing
177.86046511627907,1479.5325248732909,424.651162791,676.4474260229439,sencing
59.29489867225716,4.731767594720366,68.0335429769,33.29329240722725,sencing
2125.527777777778,2785.0548118096262,100.0,28.284271247461902,sencing
207.91525423728814,2421.5405308305053,768.966101695,6853.189566451402,kensaku
602.7943262411347,44.8950735313235,113.0,0.0,sencing
384.65315315315314,717.1594690315328,92.027027027,13.353785750270735,sencing
290.23728813559325,38.77677925762985,832.020338983,82.03587222726718,sencing
1485.025641025641,3662.6773483774,96.9230769231,23.982241950953682,sencing
2964.0,5220.811340455771,94.7368421053,20.096719044249244,sencing
1640.1290322580646,5154.062555117113,95.8064516129,22.11030901702426,sencing
58.959694232105626,1.5284338333561809,860.69562196,160.60996631699436,sencing
2269.757575757576,3082.0398895251874,98.1818181818,25.873180855923103,sencing
209.06112469437653,87.43315255652311,744.261613692,412.8670139004547,sencing
3911.5,8674.87849853159,96.4285714286,23.178543913697073,sencing
1502.1818181818182,2390.793965427378,96.5454545455,23.37194758432205,sencing
1565.826923076923,1336.1814236724947,2456.61538462,1722.1728577790927,sencing
