Instance_number,length,Cluster
0,1989,cluster0
1,194,cluster1
2,66,cluster1
3,97,cluster1
4,2117,cluster0
5,66,cluster1
6,97,cluster1
7,1892,cluster0
8,291,cluster1
9,66,cluster1
10,97,cluster1
11,2086,cluster0
12,194,cluster1
13,97,cluster1
14,2020,cluster0
15,194,cluster1
16,97,cluster1
17,1795,cluster0
18,388,cluster1
19,66,cluster1
20,97,cluster1
21,1892,cluster0
22,291,cluster1
23,66,cluster1
24,97,cluster1
25,2020,cluster0
26,194,cluster1
27,97,cluster1
28,2086,cluster0
29,194,cluster1
30,97,cluster1
31,2020,cluster0
32,194,cluster1
33,97,cluster1
34,2020,cluster0
35,194,cluster1
36,97,cluster1
37,2183,cluster0
38,66,cluster1
39,97,cluster1
40,1989,cluster0
41,194,cluster1
42,66,cluster1
43,97,cluster1
44,2086,cluster0
45,194,cluster1
46,97,cluster1
47,2020,cluster0
48,194,cluster1
49,97,cluster1
50,1892,cluster0
51,291,cluster1
52,66,cluster1
53,97,cluster1
54,2183,cluster0
55,66,cluster1
56,97,cluster1
57,2117,cluster0
58,66,cluster1
59,97,cluster1
60,2086,cluster0
61,194,cluster1
62,97,cluster1
63,2117,cluster0
