@relation communication_pattern.2016-09-24_to_30pattern

@attribute timeave_1 real
@attribute timesd_1 real
@attribute dataave_1 real
@attribute datasd_1 real
@attribute class {streaming,sencing,kensaku}

@data
1357.27868852459,1913.655176735731,720.967213115,880.6404518771534,sencing
540.8789808917197,997.90056912697,95.7324840764,21.978675874411124,sencing
280.6885245901639,52.67765911612159,935.790163934,197.5632919585042,sencing
1970.3095238095239,3423.5022897618355,96.4285714286,23.178543913697073,sencing
177.29718004338395,2107.1822681605363,449.650759219,636.2503135912592,sencing
727.2327586206897,2004.49443861641,94.6551724138,19.9322574496528,sencing
1913.3023255813953,2477.4782240132217,2364.72093023,2142.3844825234514,sencing
4332.055555555556,828.8732963234036,610.444444444,39.43380138102366,sencing
255.41369047619048,82.49645549788033,220.625,66.93922149980533,sencing
1458.9122807017543,1116.2926152365428,2715.07017544,1972.0788555783631,sencing
1122.3076923076924,2422.27900903945,94.1538461538,18.88363619582656,sencing
292.22525597269623,33.94319351544026,491.638225256,47.122730320846486,sencing
768.1441441441441,1484.0161714888704,98.9189189189,26.89155235423299,sencing
4056.6315789473683,1263.3064057433746,221.684210526,55.11046574746984,sencing
865.1979166666666,2121.5431128258947,93.75,17.984368212422698,sencing
431.0360824742268,853.5436162748935,95.5670103093,21.680390311326004,sencing
154.54077253218884,1497.9548989335035,447.238197425,681.8218723241308,sencing
363.71590909090907,580.8581807210238,91.0227272727,9.539364940659,sencing
887.8586956521739,1687.8794425674405,100.760869565,29.200718262911675,sencing
189.26984126984127,1389.2380029257054,443.796825397,655.8298632372058,sencing
59.84767277856135,7.414063244550515,67.4724964739,31.868973501618584,sencing
926.0833333333334,1866.5081047132678,97.5,24.8746859276655,sencing
415.78743961352654,3612.398328574331,455.241545894,727.3875095151004,sencing
602.7943262411347,44.8950735313235,113.0,0.0,sencing
335.53846153846155,78.67617700678119,90.0,0.0,sencing
1017.984375,2241.5632065883974,95.625,21.78553132241672,sencing
292.22525597269623,34.659589491305375,826.4778157,80.85627719889374,sencing
1069.763888888889,1930.1593305926222,96.25,22.878756522153907,sencing
58.959694232105626,1.5284338333561809,879.223766505,142.75491067567097,sencing
210.61330049261085,92.2364210062526,386.536945813,187.72611945503755,sencing
1032.0128205128206,2470.467144102923,94.6153846154,19.851519847021436,sencing
504.5325443786982,2539.45114984165,90.5325443787,6.902564057475835,sencing
1697.265306122449,1499.6685181421053,2634.2244898,1716.2309352396949,sencing
1526.767857142857,3427.8951423320955,98.0357142857,25.664013357864594,sencing
1331.704918032787,2930.9825429410175,95.9016393443,22.278199972930075,sencing
1254.7674418604652,1853.029409488241,696.76744186,869.712324456806,sencing
466.46086956521737,1033.7433983761152,95.4782608696,21.518181524140484,sencing
267.6467661691542,77.38049429605987,995.029850746,322.002671575825,sencing
306.44632768361583,3269.1876612751066,22394.3728814,5851.256932614389,streaming
1609.6923076923076,2913.7614570177784,96.9230769231,23.982241950953686,sencing
291.0921052631579,2010.0245133202206,458.013157895,675.740938242122,sencing
1309.8484848484848,3124.333239135091,95.4545454545,21.47456692912313,sencing
1142.8695652173913,961.0025926014806,2376.56521739,1617.1431419014414,sencing
3778.846153846154,1537.4585345830078,622.0,0.0,sencing
252.5117370892019,89.25979439313413,234.253521127,58.55242464034808,sencing
1918.923076923077,1461.3166329632834,2782.03846154,1624.6204640982658,sencing
1453.9285714285713,3011.579105582929,96.4285714286,23.178543913697073,sencing
271.7171717171717,74.49975125767445,574.065656566,385.6580375823138,sencing
732.1232876712329,2477.935043678618,92.4657534247,14.69142158771465,sencing
661.1975308641976,1332.2577737796735,93.3333333333,16.99673171197592,sencing
2213.4545454545455,2146.7070708258925,250.363636364,71.98140255683816,sencing
800.4716981132076,2478.634625694067,90.0,0.0,sencing
410.86407766990294,743.7735463978509,94.3689320388,19.342086659282305,sencing
364.7793103448276,3319.8963433526696,467.537931034,714.8367261920465,sencing
1128.3529411764705,4252.194968707702,95.2941176471,21.1764705882353,sencing
643.483870967742,1241.4842670061205,95.8064516129,22.110309017024264,sencing
141.67191601049868,759.6037162538925,525.238845144,904.0679736381828,sencing
59.335183129855714,5.253060488925972,71.833518313,36.14748165988586,sencing
1195.5142857142857,1876.4859159218497,90.0,0.0,sencing
169.22317596566523,1046.856345303988,440.287553648,659.2688619481127,sencing
598.2954545454545,6.571562514676214,113.0,0.0,sencing
2066.866666666667,5571.66184504727,96.0,22.44994432064365,sencing
1220.7727272727273,3812.170539348202,94.0909090909,18.7469005702739,sencing
283.2,61.40857132012565,805.221052632,69.26549668103812,sencing
872.1489361702128,1592.4654908412126,99.5744680851,27.749444833128706,sencing
58.936052921719956,1.9247964337618024,862.403528115,146.16751316884603,sencing
188.46666666666667,104.59182037276594,516.926315789,449.8030970875857,sencing
1093.6530612244899,2420.9091018940567,97.3469387755,24.642381792854835,sencing
638.1212121212121,1992.6630309725201,91.3636363636,10.99398783858893,sencing
1392.2777777777778,7181.568339278565,10997.8611111,6590.501772975923,kensaku
2494.9,2311.9514246627245,2589.65,2526.139292972579,sencing
600.4567901234568,2057.339022395478,92.2222222222,13.966450099973933,sencing
774.2549019607843,1811.611219200962,98.8235294118,26.763089802534893,sencing
1334.4354838709678,1823.43612730301,749.629032258,910.4299805474934,sencing
422.84653465346537,955.168276715902,92.2277227723,13.983286479037314,sencing
460.17297297297296,966.7474430941089,95.3513513514,21.28343629059956,sencing
2905.793103448276,8002.593008128399,96.2068965517,22.805594156946835,sencing
284.2392026578073,51.28212557364344,934.92358804,143.63643707256205,sencing
114.05857740585775,895.7527097758416,413.613668061,643.0490241034115,sencing
1938.3235294117646,5084.352909955778,95.2941176471,21.176470588235293,sencing
1196.0483870967741,2438.40187237606,97.2580645161,24.50604631374309,sencing
2069.6585365853657,2181.7642850679026,2608.97560976,1702.7765630861143,sencing
4129.368421052632,792.8670964840076,622.0,0.0,sencing
357.0,554.3468696428665,90.7531380753,8.198488264171356,sencing
2544.3636363636365,2645.6098548599775,3095.78787879,1410.3715555489484,sencing
290.04067796610167,40.06306519427455,493.620338983,40.5085250691125,sencing
3194.521739130435,6655.64091494259,101.739130435,30.310304448579785,sencing
6583.625,8486.29629074869,101.25,29.764702249476645,sencing
3555.2272727272725,1482.1663485286474,213.545454545,64.0537609943449,sencing
517.6319018404907,830.3667011440042,97.1779141104,24.382161900905064,sencing
176.56639566395663,1594.7786575129628,422.463414634,647.8190882914265,sencing
2204.3636363636365,5394.1709831114285,100.909090909,29.37362622073365,sencing
237.3342541436464,1772.26932945291,432.939226519,621.6464786137543,sencing
59.252793296089386,4.459038340691191,70.625698324,34.50997117567445,sencing
3257.1304347826085,3770.4911951298845,97.8260869565,25.359420124204668,sencing
594.3636363636364,45.50379150490993,113.944055944,9.580557397814317,sencing
376.64953271028037,723.3425356645713,90.8411214953,8.659875819521782,sencing
288.0808080808081,44.34931968951443,808.053872054,86.9984159081592,sencing
2491.590909090909,6466.267158802539,90.0,0.0,sencing
3421.28,8667.667088761544,97.2,24.416387939250967,sencing
1261.0526315789473,3802.889226747755,94.7368421053,20.096719044249244,sencing
58.959694232105626,1.5284338333561809,867.597637248,101.44337086611345,sencing
986.433734939759,2192.4139262288472,97.5903614458,25.01037671133428,sencing
218.58312020460357,92.71992654770149,775.84398977,388.61486428751965,sencing
2584.85,6039.351142920901,99.0,27.0,sencing
1612.1509433962265,3032.2135970229415,98.4905660377,26.30705669122019,sencing
1493.490909090909,1177.286091324639,2770.54545455,1631.9762232913904,sencing
1290.765625,1825.1016644815595,724.625,878.9527415481449,sencing
337.43951612903226,402.48665121493974,90.3629032258,5.703471887480478,sencing
409.85955056179773,679.5503201215689,96.5730337079,23.41726417801904,sencing
1438.8653846153845,3866.434374244602,100.384615385,28.753697987024104,sencing
280.5457516339869,53.79693905684633,917.418300654,170.01511329894564,sencing
246.90847457627117,2529.4502105980087,402.806779661,623.718009910118,sencing
1491.5121951219512,4430.5513345293775,90.0,0.0,sencing
1174.9,2251.7146238240002,93.8571428571,18.22814598697435,sencing
1973.2558139534883,1826.964378836097,2585.18604651,1722.7846611351367,sencing
4116.526315789473,923.7068553229631,622.0,0.0,sencing
394.4600938967136,760.2877479448852,92.1126760563,13.626351123884833,sencing
2347.3714285714286,1980.3575158572362,3228.62857143,1275.4791611830608,sencing
291.0440677966102,36.09481051570842,491.993220339,29.025528590680285,sencing
8095.5,8036.5,90.0,0.0,sencing
1881.28125,4778.124770990021,98.4375,26.233253586812292,sencing
4099.65,1420.7427731647977,226.8,47.07610859023927,sencing
565.1788079470199,1434.6044154939946,95.9602649007,22.380774860883108,sencing
184.1351931330472,1441.3271784611843,421.341201717,601.0815265894797,sencing
4743.818181818182,10732.663456758208,106.363636364,34.71251471279415,sencing
236.39710144927537,1679.304468338859,419.47826087,655.4933092815807,sencing
59.46391030133147,5.693459492738861,74.0812894184,36.52845959653666,sencing
3129.1304347826085,3360.470260884794,101.739130435,30.310304448579785,sencing
197.70809248554914,1835.106989618022,428.534682081,653.3408145029819,sencing
598.5281690140845,5.602682534024937,113.0,0.0,sencing
483.41714285714284,1121.8617041038015,93.0857142857,16.37658856603615,sencing
289.07744107744105,40.872933543877345,805.306397306,70.74183913492998,sencing
2733.3571428571427,4369.681879678638,99.6428571429,27.83653083592839,sencing
946.1625,2534.9048919227234,95.625,21.78553132241672,sencing
3563.7083333333335,9768.8326600434,101.25,29.764702249476645,sencing
58.959694232105626,1.5284338333561809,866.977067408,101.59098607924479,sencing
2141.4473684210525,2981.6294617591107,99.4736842105,27.620298449267203,sencing
218.7780612244898,93.2172918415996,770.262755102,388.0258773200073,sencing
2534.3478260869565,5354.454428496249,93.9130434783,18.35380079930908,sencing
1306.703125,2318.060919710747,95.625,21.78553132241672,sencing
1766.936170212766,2173.2294275713125,2825.34042553,1591.9992419087762,sencing
1293.640625,1835.240493157398,725.65625,890.5169007862442,sencing
473.62011173184356,1584.1036239587029,91.0055865922,9.459999413410127,sencing
415.7178217821782,750.2031174323095,97.1287128713,24.305670351063917,sencing
4774.117647058823,11150.64388477108,100.588235294,28.997076573802914,sencing
276.8543689320388,60.48419640611123,912.944983819,181.40391079092583,sencing
157.14976958525347,1395.5755326856415,394.571428571,640.4603584176081,sencing
12178.5,21351.61917162256,105.0,33.54101966249684,sencing
1263.4328358208954,2880.0628425144228,95.3731343284,21.32396579066984,sencing
2571.6363636363635,2491.9062901075727,2468.96969697,1720.9164486761556,sencing
4097.789473684211,956.1078214328058,622.0,0.0,sencing
321.6301886792453,240.92663690771582,91.0188679245,9.521555616595167,sencing
1956.0714285714287,1956.5312404605143,3566.52380952,775.2170276182643,sencing
289.05743243243245,42.85062141404449,491.655405405,28.432521548262404,sencing
1909.225806451613,5500.357546792739,95.8064516129,22.11030901702426,sencing
13556.0,0.0,90.0,0.0,sencing
4298.833333333333,251.46332845080127,228.0,28.77498913987632,sencing
606.6737588652483,1265.701669534238,94.4680851064,19.549012124825808,sencing
279.2910798122066,2475.2249065100664,387.399061033,518.835989896869,sencing
2198.909090909091,5932.9655539588975,100.909090909,29.373626220733655,sencing
167.509765625,1433.5243201519577,403.923828125,652.469596438003,sencing
59.210893854748605,4.169950200647972,75.5824022346,35.05337387367444,sencing
2149.925,3924.030819116359,94.5,19.615045245933032,sencing
264.7628865979381,1912.7034398808123,395.381443299,642.1439675957155,sencing
598.556338028169,5.268194024530902,113.0,0.0,sencing
365.591743119266,577.2642561251421,91.2385321101,10.484938155302997,sencing
289.05743243243245,42.85062141404449,810.756756757,47.34885221098374,sencing
3058.8636363636365,9828.314034163352,102.272727273,30.885686326107603,sencing
1712.54,6807.188027989238,99.0,27.0,sencing
1538.5892857142858,4880.650716922846,90.0,0.0,sencing
58.959694232105626,1.5284338333561809,867.243919388,102.38085631069984,sencing
1351.95,2970.132395618079,99.0,27.0,sencing
222.0051948051948,91.33884381027845,789.701298701,376.4725776024392,sencing
17878.25,24087.823722526286,90.0,0.0,sencing
948.719512195122,2246.134192689851,94.3902439024,19.38679214559773,sencing
1694.857142857143,1596.2172631006122,2572.14285714,1716.9521643580747,sencing
1311.484375,1863.369369182036,726.6875,883.0081730050691,sencing
363.8468085106383,588.9094157309978,90.7659574468,8.267374395927929,sencing
483.6646706586826,1048.5242758349996,96.4670658683,23.24248238031506,sencing
1174.5185185185185,4630.153420147272,93.3333333333,16.996731711975954,sencing
274.76602564102564,63.84195027545535,920.432692308,229.1098898422344,sencing
260.45151515151514,2205.4358091441513,422.718181818,712.2961437043508,sencing
4816.588235294118,8564.254653595157,95.2941176471,21.176470588235293,sencing
1219.2794117647059,2342.8406453653906,93.9705882353,18.482082410870657,sencing
1614.3653846153845,1793.6990360366194,3050.19230769,2590.6602740084318,sencing
4214.736842105263,962.4960884188603,622.0,0.0,sencing
428.65829145728645,1092.8579488207029,91.3567839196,10.966753856968786,sencing
2648.9666666666667,1872.2971716287161,3379.96666667,1092.0751342691074,sencing
55018.0,0.0,156.0,0.0,sencing
286.75585284280936,49.399578121549375,498.849498328,139.1205563125433,sencing
2554.235294117647,7515.013737449083,95.2941176471,21.17647058823529,sencing
2017.975,5555.506095251359,94.5,19.615045245933032,sencing
3604.409090909091,1503.8942981198363,240.545454545,70.45870955436322,sencing
451.83684210526314,950.5458042677791,93.7894736842,18.074637500531626,sencing
154.3314814814815,1004.9939300211141,2356.19259259,17977.37108031098,kensaku
8978.888888888889,14796.152956798858,110.0,37.416573867739416,sencing
391.08910891089107,3682.407844958785,881.534653465,4497.285915442196,sencing
59.210746685275645,4.168498694792923,70.6643405443,35.44370872732414,sencing
2705.1724137931033,3537.152449786707,99.3103448276,27.408913033431247,sencing
177.26052631578946,1171.183264916632,1739.58157895,15393.168467526746,kensaku
594.3776223776224,38.27263335958192,113.944055944,9.580557397814315,sencing
367.2715517241379,708.4171522517574,90.775862069,8.320193763178693,sencing
46738.0,0.0,555.0,0.0,sencing
287.72147651006713,47.09599943647653,813.476510067,66.62462046608513,sencing
3662.1052631578946,10067.223883760696,94.7368421053,20.096719044249244,sencing
3605.5555555555557,9437.982683593062,100.0,28.284271247461902,sencing
2961.296296296296,9483.396058432727,96.6666666667,23.570226039551592,sencing
58.959694232105626,1.5284338333561809,866.924252953,101.3450704787116,sencing
1424.537037037037,2623.742398665345,100.0,28.284271247461902,sencing
214.63659147869674,92.69461415391895,775.135338346,408.0096892177456,sencing
1222.9777777777779,3602.082881944148,94.0,18.547236990991408,sencing
46738.0,0.0,158740.0,0.0,kensaku
1464.537037037037,2775.701931330383,95.0,20.615528128088304,sencing
1663.686274509804,1454.059907741702,3088.92156863,2600.6371077867707,sencing
1268.9848484848485,1803.9452596380058,684.545454545,848.6674971160123,sencing
340.996,424.95122071127236,91.08,9.799673463947647,sencing
496.3905325443787,859.5630175921608,97.4556213018,24.80765261293943,sencing
5222.6875,12742.771832095392,95.625,21.78553132241672,sencing
277.762987012987,60.043536641144264,918.201298701,191.92564441816103,sencing
208.77944862155388,2357.5101796379004,421.844611529,660.5697972640252,sencing
4386.4375,9806.903422900306,95.625,21.78553132241672,sencing
1158.1527777777778,2179.693369488535,95.0,20.615528128088304,sencing
1764.8863636363637,1813.9236504919525,2525.47727273,1689.266913199014,sencing
4183.1578947368425,562.3125430949265,622.0,0.0,sencing
356.73640167364016,530.4482054986695,91.129707113,10.019850398397558,sencing
2192.1315789473683,1630.4472129651815,3136.28947368,1276.7206945900346,sencing
290.04745762711866,39.44003539351124,493.593220339,40.45466960709524,sencing
3814.9333333333334,11568.112242808773,90.0,0.0,sencing
4054.235294117647,9042.799069063749,100.588235294,28.997076573802918,sencing
3955.95,1081.8469150023027,243.0,49.78554006938159,sencing
458.8864864864865,870.3551267006719,97.7837837838,25.297297297297266,sencing
217.50709219858157,2136.465308847098,433.074468085,716.7441441779428,sencing
9398.833333333334,17266.169044470233,90.0,0.0,sencing
148.2895622895623,1441.8898596398215,410.218855219,712.4514627555535,sencing
59.29510489510489,4.733415341293541,72.3692307692,36.43809815715365,sencing
2217.3947368421054,3139.8680121394445,101.842105263,30.422919265259512,sencing
182.18259023354565,1402.498158085643,443.50955414,718.9841585074932,sencing
