Instance_number,length,Cluster
0,1923,cluster0
1,132,cluster1
2,66,cluster1
3,66,cluster1
4,132,cluster1
5,2006,cluster0
6,132,cluster1
7,66,cluster1
8,66,cluster1
9,132,cluster1
10,2239,cluster0
11,66,cluster1
12,66,cluster1
13,132,cluster1
14,66,cluster1
15,2236,cluster0
16,66,cluster1
17,66,cluster1
18,132,cluster1
19,66,cluster1
20,2066,cluster0
21,66,cluster1
22,132,cluster1
23,66,cluster1
24,132,cluster1
25,2136,cluster0
26,66,cluster1
27,66,cluster1
28,132,cluster1
29,132,cluster1
30,2296,cluster0
31,66,cluster1
32,66,cluster1
33,132,cluster1
34,132,cluster1
35,2150,cluster0
36,66,cluster1
37,132,cluster1
38,66,cluster1
39,132,cluster1
40,2184,cluster0
41,132,cluster1
42,66,cluster1
43,66,cluster1
44,264,cluster1
45,2239,cluster0
46,66,cluster1
47,66,cluster1
48,132,cluster1
49,198,cluster1
50,1951,cluster0
51,66,cluster1
52,132,cluster1
53,66,cluster1
