Instance_number,length,Cluster
0,3715,cluster0
1,108,cluster1
2,3715,cluster0
3,108,cluster1
4,3931,cluster0
5,3769,cluster0
6,3715,cluster0
7,3715,cluster0
8,3931,cluster0
9,3715,cluster0
10,3715,cluster0
11,3715,cluster0
12,108,cluster1
13,3715,cluster0
14,3715,cluster0
15,3715,cluster0
16,3715,cluster0
17,3715,cluster0
18,3931,cluster0
19,108,cluster1
20,3715,cluster0
21,3931,cluster0
22,108,cluster1
23,3715,cluster0
24,3877,cluster0
25,3715,cluster0
26,108,cluster1
27,3715,cluster0
28,3715,cluster0
29,3843,cluster0
30,3715,cluster0
31,3715,cluster0
32,3715,cluster0
