Instance_number,length,Cluster
0,84,cluster0
1,84,cluster0
2,42,cluster1
3,84,cluster0
4,126,cluster0
5,42,cluster1
6,42,cluster1
7,42,cluster1
8,42,cluster1
9,84,cluster0
10,42,cluster1
11,42,cluster1
12,42,cluster1
13,84,cluster0
14,42,cluster1
15,42,cluster1
16,42,cluster1
17,42,cluster1
18,42,cluster1
19,42,cluster1
20,84,cluster0
21,42,cluster1
22,84,cluster0
23,42,cluster1
24,84,cluster0
25,84,cluster0
26,84,cluster0
27,84,cluster0
28,84,cluster0
29,42,cluster1
30,42,cluster1
31,42,cluster1
32,42,cluster1
33,42,cluster1
34,42,cluster1
35,126,cluster0
36,42,cluster1
37,168,cluster0
38,126,cluster0
39,42,cluster1
40,84,cluster0
41,42,cluster1
42,42,cluster1
43,42,cluster1
44,42,cluster1
45,84,cluster0
46,126,cluster0
47,168,cluster0
48,84,cluster0
49,168,cluster0
50,42,cluster1
51,42,cluster1
52,42,cluster1
53,42,cluster1
54,42,cluster1
55,84,cluster0
56,84,cluster0
57,42,cluster1
58,42,cluster1
59,84,cluster0
60,126,cluster0
61,84,cluster0
62,168,cluster0
63,84,cluster0
64,42,cluster1
65,126,cluster0
66,168,cluster0
67,42,cluster1
68,84,cluster0
69,84,cluster0
70,42,cluster1
71,42,cluster1
72,42,cluster1
73,42,cluster1
74,42,cluster1
75,42,cluster1
76,84,cluster0
77,42,cluster1
78,42,cluster1
79,42,cluster1
80,42,cluster1
81,42,cluster1
82,42,cluster1
83,42,cluster1
84,84,cluster0
85,84,cluster0
86,126,cluster0
87,84,cluster0
88,84,cluster0
89,42,cluster1
90,126,cluster0
91,84,cluster0
92,126,cluster0
93,126,cluster0
94,168,cluster0
95,42,cluster1
96,42,cluster1
97,84,cluster0
98,42,cluster1
99,42,cluster1
100,42,cluster1
101,42,cluster1
102,42,cluster1
103,42,cluster1
104,42,cluster1
105,42,cluster1
106,42,cluster1
107,42,cluster1
108,42,cluster1
109,42,cluster1
110,84,cluster0
111,126,cluster0
112,126,cluster0
113,42,cluster1
114,84,cluster0
115,126,cluster0
116,84,cluster0
117,126,cluster0
118,84,cluster0
119,42,cluster1
120,42,cluster1
121,126,cluster0
122,42,cluster1
123,42,cluster1
124,252,cluster0
125,84,cluster0
126,84,cluster0
127,84,cluster0
128,84,cluster0
129,42,cluster1
130,42,cluster1
131,42,cluster1
132,42,cluster1
133,42,cluster1
134,42,cluster1
135,42,cluster1
136,42,cluster1
137,42,cluster1
138,42,cluster1
139,84,cluster0
140,84,cluster0
141,84,cluster0
142,84,cluster0
143,84,cluster0
144,84,cluster0
145,84,cluster0
146,126,cluster0
147,84,cluster0
148,126,cluster0
149,84,cluster0
150,42,cluster1
151,42,cluster1
152,84,cluster0
153,42,cluster1
154,42,cluster1
155,84,cluster0
156,84,cluster0
157,126,cluster0
158,84,cluster0
159,84,cluster0
160,42,cluster1
161,42,cluster1
162,42,cluster1
163,42,cluster1
164,42,cluster1
165,84,cluster0
166,42,cluster1
167,42,cluster1
168,168,cluster0
169,42,cluster1
170,42,cluster1
171,84,cluster0
172,84,cluster0
173,126,cluster0
174,84,cluster0
175,84,cluster0
176,42,cluster1
177,84,cluster0
178,42,cluster1
179,84,cluster0
180,42,cluster1
181,42,cluster1
182,42,cluster1
183,42,cluster1
184,42,cluster1
185,84,cluster0
186,42,cluster1
187,42,cluster1
188,42,cluster1
189,42,cluster1
190,42,cluster1
191,42,cluster1
192,42,cluster1
193,42,cluster1
194,42,cluster1
195,42,cluster1
196,42,cluster1
197,42,cluster1
198,84,cluster0
199,84,cluster0
200,84,cluster0
201,84,cluster0
202,84,cluster0
203,84,cluster0
204,42,cluster1
205,42,cluster1
206,42,cluster1
207,42,cluster1
208,42,cluster1
209,42,cluster1
210,84,cluster0
211,84,cluster0
212,84,cluster0
213,84,cluster0
214,84,cluster0
215,84,cluster0
216,84,cluster0
217,84,cluster0
218,84,cluster0
219,84,cluster0
220,84,cluster0
221,84,cluster0
222,84,cluster0
223,126,cluster0
224,42,cluster1
225,42,cluster1
226,42,cluster1
227,126,cluster0
228,42,cluster1
229,42,cluster1
230,84,cluster0
231,84,cluster0
232,84,cluster0
233,84,cluster0
234,84,cluster0
235,84,cluster0
236,210,cluster0
237,168,cluster0
238,126,cluster0
239,84,cluster0
240,126,cluster0
241,42,cluster1
242,42,cluster1
243,42,cluster1
244,42,cluster1
245,84,cluster0
246,84,cluster0
247,42,cluster1
248,42,cluster1
249,42,cluster1
250,42,cluster1
251,42,cluster1
252,42,cluster1
253,42,cluster1
254,42,cluster1
255,42,cluster1
256,84,cluster0
257,42,cluster1
258,84,cluster0
259,84,cluster0
260,168,cluster0
261,42,cluster1
262,42,cluster1
263,42,cluster1
264,84,cluster0
265,42,cluster1
266,84,cluster0
267,126,cluster0
268,84,cluster0
269,84,cluster0
270,42,cluster1
271,42,cluster1
272,84,cluster0
273,42,cluster1
274,42,cluster1
275,84,cluster0
276,42,cluster1
277,126,cluster0
278,126,cluster0
279,42,cluster1
280,84,cluster0
281,42,cluster1
282,84,cluster0
283,42,cluster1
284,42,cluster1
285,84,cluster0
286,84,cluster0
287,42,cluster1
288,84,cluster0
289,84,cluster0
290,84,cluster0
291,42,cluster1
292,126,cluster0
293,42,cluster1
294,84,cluster0
295,126,cluster0
296,84,cluster0
297,42,cluster1
298,42,cluster1
299,42,cluster1
300,84,cluster0
301,126,cluster0
302,126,cluster0
303,84,cluster0
304,126,cluster0
305,42,cluster1
306,42,cluster1
307,42,cluster1
308,84,cluster0
309,42,cluster1
310,84,cluster0
311,84,cluster0
312,84,cluster0
313,84,cluster0
314,84,cluster0
315,42,cluster1
316,42,cluster1
317,42,cluster1
318,42,cluster1
319,42,cluster1
320,84,cluster0
321,42,cluster1
322,126,cluster0
323,84,cluster0
324,84,cluster0
325,42,cluster1
326,42,cluster1
327,42,cluster1
328,42,cluster1
329,84,cluster0
330,42,cluster1
331,42,cluster1
332,42,cluster1
333,42,cluster1
334,42,cluster1
335,84,cluster0
336,42,cluster1
337,42,cluster1
338,42,cluster1
339,42,cluster1
340,42,cluster1
341,42,cluster1
342,42,cluster1
343,42,cluster1
344,42,cluster1
345,42,cluster1
346,84,cluster0
347,84,cluster0
348,84,cluster0
349,84,cluster0
350,42,cluster1
351,42,cluster1
352,42,cluster1
353,84,cluster0
354,42,cluster1
355,84,cluster0
356,42,cluster1
357,84,cluster0
358,84,cluster0
359,84,cluster0
360,84,cluster0
361,42,cluster1
362,42,cluster1
363,168,cluster0
364,126,cluster0
365,126,cluster0
366,42,cluster1
367,42,cluster1
368,42,cluster1
369,42,cluster1
370,42,cluster1
371,42,cluster1
372,168,cluster0
373,126,cluster0
374,126,cluster0
375,126,cluster0
376,84,cluster0
377,84,cluster0
378,84,cluster0
379,84,cluster0
380,42,cluster1
381,84,cluster0
382,42,cluster1
383,42,cluster1
384,42,cluster1
385,84,cluster0
386,42,cluster1
387,84,cluster0
388,84,cluster0
389,84,cluster0
390,84,cluster0
391,84,cluster0
392,84,cluster0
393,84,cluster0
394,84,cluster0
395,42,cluster1
396,42,cluster1
397,84,cluster0
398,42,cluster1
399,126,cluster0
400,126,cluster0
401,84,cluster0
402,84,cluster0
403,84,cluster0
404,84,cluster0
405,42,cluster1
406,42,cluster1
407,84,cluster0
408,42,cluster1
409,84,cluster0
410,42,cluster1
411,42,cluster1
412,42,cluster1
413,42,cluster1
414,42,cluster1
415,42,cluster1
416,42,cluster1
417,42,cluster1
418,84,cluster0
419,42,cluster1
420,42,cluster1
421,42,cluster1
422,42,cluster1
423,42,cluster1
424,42,cluster1
425,42,cluster1
426,84,cluster0
427,84,cluster0
428,84,cluster0
429,84,cluster0
430,84,cluster0
431,84,cluster0
432,168,cluster0
433,84,cluster0
434,126,cluster0
435,84,cluster0
436,42,cluster1
437,42,cluster1
438,84,cluster0
439,42,cluster1
440,42,cluster1
441,84,cluster0
442,84,cluster0
443,84,cluster0
444,84,cluster0
445,42,cluster1
446,42,cluster1
447,42,cluster1
448,42,cluster1
449,42,cluster1
450,126,cluster0
451,84,cluster0
452,84,cluster0
453,84,cluster0
454,84,cluster0
455,84,cluster0
456,42,cluster1
457,84,cluster0
458,84,cluster0
459,84,cluster0
460,42,cluster1
461,42,cluster1
462,42,cluster1
463,42,cluster1
464,84,cluster0
465,42,cluster1
466,42,cluster1
467,84,cluster0
468,84,cluster0
469,126,cluster0
470,84,cluster0
471,42,cluster1
472,42,cluster1
473,42,cluster1
474,84,cluster0
475,84,cluster0
476,84,cluster0
477,84,cluster0
478,84,cluster0
479,42,cluster1
480,42,cluster1
481,42,cluster1
482,42,cluster1
483,42,cluster1
484,84,cluster0
485,42,cluster1
486,42,cluster1
487,42,cluster1
488,42,cluster1
489,42,cluster1
490,42,cluster1
491,42,cluster1
492,42,cluster1
493,84,cluster0
494,42,cluster1
495,42,cluster1
496,42,cluster1
497,42,cluster1
498,42,cluster1
499,84,cluster0
500,84,cluster0
501,42,cluster1
502,84,cluster0
503,84,cluster0
504,84,cluster0
505,84,cluster0
506,84,cluster0
507,84,cluster0
508,84,cluster0
509,42,cluster1
510,42,cluster1
511,42,cluster1
512,42,cluster1
513,42,cluster1
514,84,cluster0
515,42,cluster1
516,42,cluster1
517,42,cluster1
518,42,cluster1
519,42,cluster1
520,84,cluster0
521,126,cluster0
522,126,cluster0
523,126,cluster0
524,84,cluster0
525,84,cluster0
526,42,cluster1
527,42,cluster1
528,84,cluster0
529,84,cluster0
530,84,cluster0
531,84,cluster0
532,42,cluster1
533,42,cluster1
534,42,cluster1
535,84,cluster0
536,84,cluster0
537,84,cluster0
538,84,cluster0
539,42,cluster1
540,42,cluster1
541,84,cluster0
542,42,cluster1
543,42,cluster1
544,42,cluster1
545,84,cluster0
546,84,cluster0
547,126,cluster0
548,126,cluster0
549,126,cluster0
550,84,cluster0
551,126,cluster0
552,210,cluster0
553,168,cluster0
554,126,cluster0
555,84,cluster0
556,42,cluster1
557,42,cluster1
558,84,cluster0
559,126,cluster0
560,84,cluster0
561,126,cluster0
562,168,cluster0
563,84,cluster0
564,42,cluster1
565,84,cluster0
566,42,cluster1
567,42,cluster1
568,84,cluster0
569,42,cluster1
570,42,cluster1
571,42,cluster1
572,42,cluster1
573,42,cluster1
574,42,cluster1
575,84,cluster0
576,42,cluster1
577,42,cluster1
578,42,cluster1
579,42,cluster1
580,42,cluster1
581,42,cluster1
582,42,cluster1
583,42,cluster1
584,42,cluster1
585,42,cluster1
586,84,cluster0
587,42,cluster1
588,42,cluster1
589,42,cluster1
590,84,cluster0
591,42,cluster1
592,126,cluster0
593,42,cluster1
594,84,cluster0
595,42,cluster1
596,126,cluster0
597,42,cluster1
598,84,cluster0
599,42,cluster1
600,42,cluster1
601,168,cluster0
602,168,cluster0
603,126,cluster0
604,42,cluster1
605,84,cluster0
606,42,cluster1
607,42,cluster1
608,84,cluster0
609,42,cluster1
610,84,cluster0
611,42,cluster1
612,42,cluster1
613,42,cluster1
614,84,cluster0
615,42,cluster1
616,84,cluster0
617,126,cluster0
618,42,cluster1
619,126,cluster0
620,42,cluster1
621,42,cluster1
622,42,cluster1
623,42,cluster1
