Instance_number,length,Cluster
0,2020,cluster0
1,194,cluster1
2,97,cluster1
3,1989,cluster0
4,194,cluster1
5,66,cluster1
6,97,cluster1
7,2117,cluster0
8,66,cluster1
9,97,cluster1
10,1989,cluster0
11,194,cluster1
12,66,cluster1
13,97,cluster1
14,2020,cluster0
15,194,cluster1
16,97,cluster1
17,1923,cluster0
18,291,cluster1
19,97,cluster1
20,2086,cluster0
21,194,cluster1
22,97,cluster1
23,1989,cluster0
24,291,cluster1
25,97,cluster1
26,2020,cluster0
27,194,cluster1
28,97,cluster1
29,2117,cluster0
30,66,cluster1
31,97,cluster1
32,1989,cluster0
33,194,cluster1
34,66,cluster1
35,97,cluster1
36,2086,cluster0
37,194,cluster1
38,97,cluster1
39,1989,cluster0
40,291,cluster1
41,97,cluster1
42,2117,cluster0
43,66,cluster1
44,97,cluster1
45,2117,cluster0
46,66,cluster1
47,97,cluster1
48,2117,cluster0
49,66,cluster1
50,97,cluster1
51,1892,cluster0
52,291,cluster1
53,66,cluster1
54,97,cluster1
55,1892,cluster0
56,291,cluster1
57,66,cluster1
58,97,cluster1
59,2020,cluster0
60,194,cluster1
61,97,cluster1
62,1989,cluster0
63,194,cluster1
