Instance_number,length,Cluster
0,5949,cluster2
1,339,cluster1
2,339,cluster1
3,1497,cluster0
4,339,cluster1
5,339,cluster1
6,771,cluster0
7,339,cluster1
8,339,cluster1
9,339,cluster1
10,339,cluster1
11,339,cluster1
12,339,cluster1
13,406,cluster1
14,339,cluster1
15,339,cluster1
16,339,cluster1
17,339,cluster1
18,339,cluster1
19,339,cluster1
20,558,cluster0
21,585,cluster0
22,339,cluster1
23,339,cluster1
24,339,cluster1
25,339,cluster1
26,542,cluster0
27,339,cluster1
28,339,cluster1
29,339,cluster1
30,339,cluster1
31,339,cluster1
32,339,cluster1
33,339,cluster1
34,339,cluster1
35,434,cluster1
36,583,cluster0
37,339,cluster1
38,339,cluster1
39,339,cluster1
40,339,cluster1
41,339,cluster1
42,339,cluster1
43,339,cluster1
44,434,cluster1
45,501,cluster1
46,339,cluster1
47,339,cluster1
48,339,cluster1
49,406,cluster1
50,434,cluster1
51,678,cluster0
52,339,cluster1
53,339,cluster1
54,339,cluster1
55,339,cluster1
56,434,cluster1
57,339,cluster1
58,339,cluster1
59,339,cluster1
60,339,cluster1
61,542,cluster0
62,339,cluster1
63,393,cluster1
64,339,cluster1
65,339,cluster1
66,771,cluster0
67,339,cluster1
68,339,cluster1
69,339,cluster1
70,339,cluster1
71,339,cluster1
72,339,cluster1
73,437,cluster1
74,6226,cluster2
75,339,cluster1
76,1318,cluster0
77,406,cluster1
78,339,cluster1
79,339,cluster1
80,837,cluster0
81,434,cluster1
82,339,cluster1
83,406,cluster1
84,339,cluster1
85,339,cluster1
86,339,cluster1
87,339,cluster1
88,339,cluster1
89,339,cluster1
90,339,cluster1
91,434,cluster1
92,339,cluster1
93,339,cluster1
94,339,cluster1
95,583,cluster0
96,339,cluster1
97,339,cluster1
98,339,cluster1
99,339,cluster1
100,339,cluster1
101,542,cluster0
102,434,cluster1
103,339,cluster1
104,434,cluster1
105,406,cluster1
106,434,cluster1
107,339,cluster1
108,542,cluster0
109,569,cluster0
110,584,cluster0
111,339,cluster1
112,339,cluster1
113,406,cluster1
114,339,cluster1
115,542,cluster0
116,339,cluster1
117,434,cluster1
118,406,cluster1
119,434,cluster1
120,339,cluster1
121,339,cluster1
122,542,cluster0
123,339,cluster1
124,339,cluster1
125,585,cluster0
126,339,cluster1
127,339,cluster1
128,406,cluster1
129,339,cluster1
130,406,cluster1
131,339,cluster1
132,339,cluster1
133,406,cluster1
134,339,cluster1
135,339,cluster1
136,352,cluster1
137,339,cluster1
138,339,cluster1
139,339,cluster1
140,216,cluster1
141,6134,cluster2
142,1042,cluster0
143,406,cluster1
144,768,cluster0
145,339,cluster1
146,339,cluster1
147,339,cluster1
148,339,cluster1
149,406,cluster1
150,339,cluster1
151,339,cluster1
152,339,cluster1
153,339,cluster1
154,339,cluster1
155,339,cluster1
156,339,cluster1
157,339,cluster1
158,654,cluster0
159,584,cluster0
160,339,cluster1
161,339,cluster1
162,501,cluster1
163,339,cluster1
164,339,cluster1
165,434,cluster1
166,339,cluster1
167,339,cluster1
168,406,cluster1
169,339,cluster1
170,339,cluster1
171,339,cluster1
172,406,cluster1
173,434,cluster1
174,480,cluster1
175,339,cluster1
176,339,cluster1
177,339,cluster1
178,339,cluster1
179,501,cluster1
180,339,cluster1
181,339,cluster1
182,339,cluster1
183,501,cluster1
184,339,cluster1
185,339,cluster1
186,339,cluster1
187,339,cluster1
188,339,cluster1
189,584,cluster0
190,339,cluster1
191,339,cluster1
192,339,cluster1
193,339,cluster1
194,406,cluster1
195,339,cluster1
196,339,cluster1
197,339,cluster1
198,501,cluster1
199,434,cluster1
200,339,cluster1
201,339,cluster1
202,244,cluster1
203,406,cluster1
204,675,cluster0
205,339,cluster1
206,950,cluster0
207,4026,cluster2
208,1386,cluster0
209,5983,cluster2
210,257,cluster1
211,4850,cluster2
212,7560,cluster2
213,252,cluster1
214,5951,cluster2
215,776,cluster0
216,393,cluster1
217,257,cluster1
218,257,cluster1
219,257,cluster1
