@relation Tp-LinkT_51:33:ea_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,84,cluster0
1,84,cluster0
2,84,cluster0
3,42,cluster1
4,84,cluster0
5,168,cluster0
6,42,cluster1
7,84,cluster0
8,84,cluster0
9,84,cluster0
10,84,cluster0
11,42,cluster1
12,42,cluster1
13,42,cluster1
14,42,cluster1
15,42,cluster1
16,84,cluster0
17,84,cluster0
18,84,cluster0
19,84,cluster0
20,84,cluster0
21,42,cluster1
22,42,cluster1
23,42,cluster1
24,42,cluster1
25,42,cluster1
26,42,cluster1
27,42,cluster1
28,42,cluster1
29,84,cluster0
30,42,cluster1
31,42,cluster1
32,42,cluster1
33,42,cluster1
34,42,cluster1
35,42,cluster1
36,42,cluster1
37,42,cluster1
38,42,cluster1
39,42,cluster1
40,84,cluster0
41,84,cluster0
42,126,cluster0
43,126,cluster0
44,126,cluster0
45,168,cluster0
46,84,cluster0
47,84,cluster0
48,84,cluster0
49,42,cluster1
50,126,cluster0
51,42,cluster1
52,42,cluster1
53,42,cluster1
54,42,cluster1
55,42,cluster1
56,84,cluster0
57,42,cluster1
58,42,cluster1
59,84,cluster0
60,84,cluster0
61,42,cluster1
62,84,cluster0
63,42,cluster1
64,42,cluster1
65,42,cluster1
66,42,cluster1
67,42,cluster1
68,84,cluster0
69,42,cluster1
70,126,cluster0
71,42,cluster1
72,84,cluster0
73,42,cluster1
74,42,cluster1
75,42,cluster1
76,84,cluster0
77,84,cluster0
78,168,cluster0
79,126,cluster0
80,42,cluster1
81,42,cluster1
82,42,cluster1
83,84,cluster0
84,42,cluster1
85,42,cluster1
86,42,cluster1
87,84,cluster0
88,42,cluster1
89,42,cluster1
90,42,cluster1
91,42,cluster1
92,42,cluster1
93,42,cluster1
94,42,cluster1
95,84,cluster0
96,210,cluster0
97,168,cluster0
98,84,cluster0
99,42,cluster1
100,84,cluster0
101,42,cluster1
102,42,cluster1
103,42,cluster1
104,42,cluster1
105,42,cluster1
106,84,cluster0
107,84,cluster0
108,42,cluster1
109,42,cluster1
110,126,cluster0
111,126,cluster0
112,168,cluster0
113,126,cluster0
114,84,cluster0
115,84,cluster0
116,210,cluster0
117,126,cluster0
118,168,cluster0
119,126,cluster0
120,126,cluster0
121,84,cluster0
122,126,cluster0
123,84,cluster0
124,84,cluster0
125,168,cluster0
126,84,cluster0
127,126,cluster0
128,126,cluster0
129,84,cluster0
130,126,cluster0
131,84,cluster0
132,126,cluster0
133,84,cluster0
134,84,cluster0
135,42,cluster1
136,42,cluster1
137,42,cluster1
138,42,cluster1
139,42,cluster1
140,42,cluster1
141,84,cluster0
142,84,cluster0
143,126,cluster0
144,84,cluster0
145,42,cluster1
146,126,cluster0
147,126,cluster0
148,42,cluster1
149,84,cluster0
150,42,cluster1
151,42,cluster1
152,42,cluster1
153,42,cluster1
154,42,cluster1
155,84,cluster0
156,84,cluster0
157,84,cluster0
158,84,cluster0
159,84,cluster0
160,42,cluster1
161,168,cluster0
162,84,cluster0
163,42,cluster1
164,84,cluster0
165,84,cluster0
166,42,cluster1
167,42,cluster1
168,42,cluster1
169,42,cluster1
170,42,cluster1
171,42,cluster1
172,42,cluster1
173,42,cluster1
174,42,cluster1
175,84,cluster0
176,84,cluster0
177,84,cluster0
178,84,cluster0
179,84,cluster0
180,42,cluster1
181,42,cluster1
182,84,cluster0
183,42,cluster1
184,42,cluster1
185,84,cluster0
186,84,cluster0
187,126,cluster0
188,126,cluster0
189,126,cluster0
190,42,cluster1
191,210,cluster0
192,126,cluster0
193,126,cluster0
194,126,cluster0
195,84,cluster0
196,84,cluster0
197,42,cluster1
198,42,cluster1
199,42,cluster1
200,42,cluster1
201,84,cluster0
202,84,cluster0
203,42,cluster1
204,126,cluster0
205,84,cluster0
206,42,cluster1
207,168,cluster0
208,42,cluster1
209,42,cluster1
210,84,cluster0
211,42,cluster1
212,42,cluster1
213,42,cluster1
214,84,cluster0
215,42,cluster1
216,42,cluster1
217,42,cluster1
218,42,cluster1
219,42,cluster1
220,42,cluster1
221,42,cluster1
222,42,cluster1
223,42,cluster1
224,42,cluster1
225,42,cluster1
226,84,cluster0
227,126,cluster0
228,126,cluster0
229,42,cluster1
230,42,cluster1
231,84,cluster0
232,126,cluster0
233,84,cluster0
234,42,cluster1
235,126,cluster0
236,168,cluster0
237,168,cluster0
238,168,cluster0
239,84,cluster0
240,42,cluster1
241,42,cluster1
242,42,cluster1
243,42,cluster1
244,42,cluster1
245,84,cluster0
246,84,cluster0
247,42,cluster1
248,42,cluster1
249,84,cluster0
250,42,cluster1
251,84,cluster0
252,126,cluster0
253,168,cluster0
254,42,cluster1
255,42,cluster1
256,42,cluster1
257,42,cluster1
258,42,cluster1
259,42,cluster1
260,84,cluster0
261,42,cluster1
262,42,cluster1
263,84,cluster0
264,42,cluster1
265,42,cluster1
266,42,cluster1
267,42,cluster1
268,84,cluster0
269,42,cluster1
270,126,cluster0
271,42,cluster1
272,84,cluster0
273,126,cluster0
274,126,cluster0
275,84,cluster0
276,84,cluster0
277,84,cluster0
278,168,cluster0
279,84,cluster0
280,84,cluster0
281,84,cluster0
282,84,cluster0
283,84,cluster0
284,84,cluster0
285,42,cluster1
286,42,cluster1
287,42,cluster1
288,42,cluster1
289,84,cluster0
290,84,cluster0
291,42,cluster1
292,84,cluster0
293,42,cluster1
294,84,cluster0
295,168,cluster0
296,210,cluster0
297,126,cluster0
298,84,cluster0
299,84,cluster0
300,42,cluster1
301,42,cluster1
302,42,cluster1
303,42,cluster1
304,84,cluster0
305,84,cluster0
306,84,cluster0
307,84,cluster0
308,42,cluster1
309,84,cluster0
310,84,cluster0
311,84,cluster0
312,84,cluster0
313,84,cluster0
314,42,cluster1
315,126,cluster0
316,42,cluster1
317,84,cluster0
318,126,cluster0
319,84,cluster0
320,42,cluster1
321,42,cluster1
322,42,cluster1
323,84,cluster0
324,42,cluster1
325,42,cluster1
326,42,cluster1
327,42,cluster1
328,42,cluster1
329,42,cluster1
330,42,cluster1
331,42,cluster1
332,42,cluster1
333,42,cluster1
334,84,cluster0
335,84,cluster0
336,126,cluster0
337,168,cluster0
338,84,cluster0
339,84,cluster0
340,126,cluster0
341,84,cluster0
342,84,cluster0
343,84,cluster0
344,42,cluster1
345,84,cluster0
346,84,cluster0
347,42,cluster1
348,42,cluster1
349,84,cluster0
350,42,cluster1
351,42,cluster1
352,42,cluster1
353,42,cluster1
354,42,cluster1
355,42,cluster1
356,42,cluster1
357,42,cluster1
358,42,cluster1
359,84,cluster0
360,168,cluster0
361,84,cluster0
362,84,cluster0
363,42,cluster1
364,126,cluster0
365,84,cluster0
366,42,cluster1
367,84,cluster0
368,42,cluster1
369,126,cluster0
370,84,cluster0
371,42,cluster1
372,84,cluster0
373,210,cluster0
374,126,cluster0
375,84,cluster0
376,84,cluster0
377,84,cluster0
378,84,cluster0
379,84,cluster0
380,42,cluster1
381,42,cluster1
382,42,cluster1
383,84,cluster0
384,84,cluster0
385,84,cluster0
386,126,cluster0
387,168,cluster0
388,168,cluster0
389,84,cluster0
390,42,cluster1
391,42,cluster1
392,42,cluster1
393,42,cluster1
394,42,cluster1
395,42,cluster1
396,84,cluster0
397,84,cluster0
398,84,cluster0
399,42,cluster1
400,84,cluster0
401,84,cluster0
402,84,cluster0
403,84,cluster0
404,84,cluster0
405,42,cluster1
406,42,cluster1
407,42,cluster1
408,84,cluster0
409,84,cluster0
410,168,cluster0
411,126,cluster0
412,42,cluster1
413,42,cluster1
414,126,cluster0
415,42,cluster1
416,42,cluster1
417,42,cluster1
418,42,cluster1
419,42,cluster1
420,42,cluster1
421,42,cluster1
422,84,cluster0
423,84,cluster0
424,42,cluster1
425,168,cluster0
426,126,cluster0
427,84,cluster0
428,126,cluster0
429,126,cluster0
430,42,cluster1
431,42,cluster1
432,126,cluster0
433,126,cluster0
434,42,cluster1
435,42,cluster1
436,42,cluster1
437,84,cluster0
438,42,cluster1
439,42,cluster1
440,126,cluster0
441,126,cluster0
442,126,cluster0
443,126,cluster0
444,168,cluster0
445,42,cluster1
446,42,cluster1
447,42,cluster1
448,42,cluster1
449,42,cluster1
450,42,cluster1
451,84,cluster0
452,84,cluster0
453,42,cluster1
454,42,cluster1
455,84,cluster0
456,84,cluster0
457,126,cluster0
458,84,cluster0
459,126,cluster0
460,42,cluster1
461,42,cluster1
462,42,cluster1
463,42,cluster1
464,42,cluster1
465,42,cluster1
466,84,cluster0
467,84,cluster0
468,42,cluster1
469,84,cluster0
470,84,cluster0
471,126,cluster0
472,84,cluster0
473,84,cluster0
474,126,cluster0
475,42,cluster1
476,42,cluster1
477,84,cluster0
478,126,cluster0
479,42,cluster1
480,42,cluster1
481,42,cluster1
482,42,cluster1
483,84,cluster0
484,42,cluster1
485,42,cluster1
486,84,cluster0
487,42,cluster1
488,84,cluster0
489,84,cluster0
490,42,cluster1
491,42,cluster1
492,42,cluster1
493,84,cluster0
494,42,cluster1
495,42,cluster1
496,42,cluster1
497,42,cluster1
498,42,cluster1
499,42,cluster1
500,84,cluster0
501,84,cluster0
502,84,cluster0
503,84,cluster0
504,84,cluster0
505,42,cluster1
506,84,cluster0
507,168,cluster0
508,168,cluster0
509,84,cluster0
510,42,cluster1
511,42,cluster1
512,42,cluster1
513,42,cluster1
514,42,cluster1
515,42,cluster1
516,42,cluster1
517,42,cluster1
518,42,cluster1
519,42,cluster1
520,42,cluster1
521,42,cluster1
522,42,cluster1
523,84,cluster0
524,42,cluster1
525,42,cluster1
526,42,cluster1
527,42,cluster1
528,42,cluster1
529,84,cluster0
530,42,cluster1
531,42,cluster1
532,42,cluster1
533,42,cluster1
534,84,cluster0
535,42,cluster1
536,84,cluster0
537,168,cluster0
538,84,cluster0
539,126,cluster0
540,84,cluster0
541,84,cluster0
542,126,cluster0
543,42,cluster1
544,84,cluster0
545,42,cluster1
546,42,cluster1
547,42,cluster1
548,42,cluster1
549,84,cluster0
550,42,cluster1
551,84,cluster0
552,84,cluster0
553,84,cluster0
554,84,cluster0
555,42,cluster1
556,42,cluster1
557,42,cluster1
558,42,cluster1
559,42,cluster1
560,42,cluster1
561,42,cluster1
562,84,cluster0
563,42,cluster1
564,42,cluster1
565,84,cluster0
566,42,cluster1
567,42,cluster1
568,42,cluster1
569,42,cluster1
570,84,cluster0
571,84,cluster0
572,84,cluster0
573,84,cluster0
574,84,cluster0
575,84,cluster0
576,84,cluster0
577,84,cluster0
578,84,cluster0
579,84,cluster0
580,42,cluster1
581,42,cluster1
582,42,cluster1
583,84,cluster0
584,42,cluster1
585,42,cluster1
586,84,cluster0
587,84,cluster0
588,168,cluster0
589,126,cluster0
590,42,cluster1
591,42,cluster1
592,42,cluster1
593,42,cluster1
594,42,cluster1
595,42,cluster1
596,42,cluster1
597,126,cluster0
598,126,cluster0
599,42,cluster1
600,42,cluster1
601,42,cluster1
602,126,cluster0
603,84,cluster0
604,42,cluster1
605,42,cluster1
606,42,cluster1
607,84,cluster0
608,42,cluster1
609,42,cluster1
610,42,cluster1
611,84,cluster0
612,168,cluster0
613,84,cluster0
614,42,cluster1
615,126,cluster0
616,126,cluster0
617,126,cluster0
