@relation Tp-LinkT_51:33:ea_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,42,cluster1
1,42,cluster1
2,42,cluster1
3,42,cluster1
4,42,cluster1
5,42,cluster1
6,42,cluster1
7,42,cluster1
8,42,cluster1
9,42,cluster1
10,42,cluster1
11,84,cluster0
12,126,cluster0
13,126,cluster0
14,126,cluster0
15,84,cluster0
16,126,cluster0
17,210,cluster0
18,126,cluster0
19,84,cluster0
20,126,cluster0
21,84,cluster0
22,84,cluster0
23,84,cluster0
24,84,cluster0
25,84,cluster0
26,42,cluster1
27,84,cluster0
28,84,cluster0
29,42,cluster1
30,84,cluster0
31,42,cluster1
32,84,cluster0
33,84,cluster0
34,84,cluster0
35,84,cluster0
36,42,cluster1
37,42,cluster1
38,42,cluster1
39,42,cluster1
40,42,cluster1
41,42,cluster1
42,84,cluster0
43,42,cluster1
44,42,cluster1
45,42,cluster1
46,126,cluster0
47,84,cluster0
48,126,cluster0
49,84,cluster0
50,126,cluster0
51,42,cluster1
52,42,cluster1
53,42,cluster1
54,42,cluster1
55,42,cluster1
56,42,cluster1
57,42,cluster1
58,42,cluster1
59,42,cluster1
60,42,cluster1
61,42,cluster1
62,126,cluster0
63,42,cluster1
64,84,cluster0
65,126,cluster0
66,84,cluster0
67,126,cluster0
68,84,cluster0
69,84,cluster0
70,168,cluster0
71,84,cluster0
72,84,cluster0
73,84,cluster0
74,84,cluster0
75,84,cluster0
76,84,cluster0
77,84,cluster0
78,42,cluster1
79,84,cluster0
80,42,cluster1
81,84,cluster0
82,42,cluster1
83,42,cluster1
84,84,cluster0
85,84,cluster0
86,84,cluster0
87,84,cluster0
88,84,cluster0
89,84,cluster0
90,84,cluster0
91,42,cluster1
92,84,cluster0
93,42,cluster1
94,42,cluster1
95,42,cluster1
96,42,cluster1
97,42,cluster1
98,84,cluster0
99,42,cluster1
100,42,cluster1
101,84,cluster0
102,84,cluster0
103,42,cluster1
104,42,cluster1
105,42,cluster1
106,84,cluster0
107,126,cluster0
108,84,cluster0
109,84,cluster0
110,168,cluster0
111,42,cluster1
112,84,cluster0
113,42,cluster1
114,42,cluster1
115,126,cluster0
116,168,cluster0
117,168,cluster0
118,84,cluster0
119,126,cluster0
120,42,cluster1
121,168,cluster0
122,42,cluster1
123,42,cluster1
124,126,cluster0
125,126,cluster0
126,126,cluster0
127,84,cluster0
128,84,cluster0
129,84,cluster0
130,84,cluster0
131,42,cluster1
132,42,cluster1
133,42,cluster1
134,42,cluster1
135,42,cluster1
136,42,cluster1
137,42,cluster1
138,42,cluster1
139,42,cluster1
140,42,cluster1
141,84,cluster0
142,84,cluster0
143,84,cluster0
144,84,cluster0
145,84,cluster0
146,42,cluster1
147,84,cluster0
148,84,cluster0
149,84,cluster0
150,84,cluster0
151,42,cluster1
152,42,cluster1
153,42,cluster1
154,42,cluster1
155,84,cluster0
156,42,cluster1
157,42,cluster1
158,42,cluster1
159,42,cluster1
160,84,cluster0
161,42,cluster1
162,84,cluster0
163,84,cluster0
164,84,cluster0
165,84,cluster0
166,84,cluster0
167,84,cluster0
168,84,cluster0
169,84,cluster0
170,84,cluster0
171,42,cluster1
172,42,cluster1
173,42,cluster1
174,84,cluster0
175,42,cluster1
176,42,cluster1
177,42,cluster1
178,168,cluster0
179,168,cluster0
180,126,cluster0
181,42,cluster1
182,126,cluster0
183,84,cluster0
184,126,cluster0
185,84,cluster0
186,126,cluster0
187,84,cluster0
188,84,cluster0
189,84,cluster0
190,84,cluster0
191,84,cluster0
192,84,cluster0
193,84,cluster0
194,84,cluster0
195,84,cluster0
196,42,cluster1
197,84,cluster0
198,84,cluster0
199,84,cluster0
200,42,cluster1
201,84,cluster0
202,42,cluster1
203,84,cluster0
204,84,cluster0
205,84,cluster0
206,42,cluster1
207,42,cluster1
208,126,cluster0
209,84,cluster0
210,168,cluster0
211,126,cluster0
212,42,cluster1
213,42,cluster1
214,84,cluster0
215,42,cluster1
216,42,cluster1
217,84,cluster0
218,84,cluster0
219,84,cluster0
220,84,cluster0
221,84,cluster0
222,84,cluster0
223,168,cluster0
224,126,cluster0
225,126,cluster0
226,42,cluster1
227,42,cluster1
228,42,cluster1
229,42,cluster1
230,42,cluster1
231,42,cluster1
232,42,cluster1
233,84,cluster0
234,42,cluster1
235,84,cluster0
236,42,cluster1
237,84,cluster0
238,42,cluster1
239,84,cluster0
240,84,cluster0
241,42,cluster1
242,42,cluster1
243,42,cluster1
244,42,cluster1
245,42,cluster1
246,42,cluster1
247,84,cluster0
248,84,cluster0
249,84,cluster0
250,84,cluster0
251,42,cluster1
252,126,cluster0
253,126,cluster0
254,84,cluster0
255,126,cluster0
256,126,cluster0
257,84,cluster0
258,84,cluster0
259,126,cluster0
260,84,cluster0
261,84,cluster0
262,84,cluster0
263,84,cluster0
264,126,cluster0
265,84,cluster0
266,42,cluster1
267,84,cluster0
268,84,cluster0
269,84,cluster0
270,84,cluster0
271,84,cluster0
272,42,cluster1
273,42,cluster1
274,42,cluster1
275,42,cluster1
276,42,cluster1
277,84,cluster0
278,84,cluster0
279,84,cluster0
280,42,cluster1
281,84,cluster0
282,84,cluster0
283,84,cluster0
284,210,cluster0
285,126,cluster0
286,84,cluster0
287,84,cluster0
288,84,cluster0
289,126,cluster0
290,42,cluster1
291,84,cluster0
292,84,cluster0
293,42,cluster1
294,42,cluster1
295,84,cluster0
296,126,cluster0
297,42,cluster1
298,84,cluster0
299,42,cluster1
300,42,cluster1
301,42,cluster1
302,84,cluster0
303,42,cluster1
304,84,cluster0
305,126,cluster0
306,126,cluster0
307,42,cluster1
308,42,cluster1
309,126,cluster0
310,84,cluster0
311,84,cluster0
312,42,cluster1
313,42,cluster1
314,42,cluster1
315,42,cluster1
316,42,cluster1
317,84,cluster0
318,126,cluster0
319,126,cluster0
320,126,cluster0
321,126,cluster0
322,84,cluster0
323,84,cluster0
324,84,cluster0
325,84,cluster0
326,42,cluster1
327,42,cluster1
328,84,cluster0
329,42,cluster1
330,42,cluster1
331,42,cluster1
332,84,cluster0
333,126,cluster0
334,126,cluster0
335,168,cluster0
336,126,cluster0
337,42,cluster1
338,42,cluster1
339,42,cluster1
340,42,cluster1
341,42,cluster1
342,84,cluster0
343,84,cluster0
344,84,cluster0
345,84,cluster0
346,126,cluster0
347,42,cluster1
348,84,cluster0
349,84,cluster0
350,126,cluster0
351,84,cluster0
352,42,cluster1
353,84,cluster0
354,84,cluster0
355,42,cluster1
356,42,cluster1
357,84,cluster0
358,84,cluster0
359,84,cluster0
360,84,cluster0
361,84,cluster0
362,42,cluster1
363,84,cluster0
364,168,cluster0
365,84,cluster0
366,42,cluster1
367,42,cluster1
368,42,cluster1
369,42,cluster1
370,42,cluster1
371,42,cluster1
372,42,cluster1
373,126,cluster0
374,126,cluster0
375,84,cluster0
376,84,cluster0
377,126,cluster0
378,126,cluster0
379,126,cluster0
380,126,cluster0
381,84,cluster0
382,168,cluster0
383,84,cluster0
384,84,cluster0
385,252,cluster0
386,126,cluster0
387,126,cluster0
388,126,cluster0
389,168,cluster0
390,126,cluster0
391,210,cluster0
392,84,cluster0
393,84,cluster0
394,84,cluster0
395,126,cluster0
396,42,cluster1
397,42,cluster1
398,126,cluster0
399,84,cluster0
400,126,cluster0
401,42,cluster1
402,84,cluster0
403,84,cluster0
