Instance_number,length,Cluster
0,84,cluster0
1,126,cluster0
2,42,cluster1
3,84,cluster0
4,126,cluster0
5,84,cluster0
6,84,cluster0
7,42,cluster1
8,42,cluster1
9,42,cluster1
10,84,cluster0
11,42,cluster1
12,84,cluster0
13,126,cluster0
14,168,cluster0
15,84,cluster0
16,84,cluster0
17,84,cluster0
18,84,cluster0
19,126,cluster0
20,84,cluster0
21,84,cluster0
22,168,cluster0
23,210,cluster0
24,84,cluster0
25,84,cluster0
26,84,cluster0
27,84,cluster0
28,42,cluster1
29,84,cluster0
30,84,cluster0
31,42,cluster1
32,42,cluster1
33,42,cluster1
34,84,cluster0
35,42,cluster1
36,126,cluster0
37,126,cluster0
38,84,cluster0
39,168,cluster0
40,210,cluster0
41,42,cluster1
42,42,cluster1
43,42,cluster1
44,42,cluster1
45,42,cluster1
46,42,cluster1
47,42,cluster1
48,126,cluster0
49,84,cluster0
50,42,cluster1
51,42,cluster1
52,84,cluster0
53,84,cluster0
54,84,cluster0
55,42,cluster1
56,42,cluster1
57,42,cluster1
58,42,cluster1
59,42,cluster1
60,42,cluster1
61,42,cluster1
62,84,cluster0
63,84,cluster0
64,84,cluster0
65,42,cluster1
66,84,cluster0
67,126,cluster0
68,84,cluster0
69,126,cluster0
70,84,cluster0
71,126,cluster0
72,210,cluster0
73,84,cluster0
74,84,cluster0
75,126,cluster0
76,84,cluster0
77,84,cluster0
78,84,cluster0
79,84,cluster0
80,84,cluster0
81,42,cluster1
82,42,cluster1
83,42,cluster1
84,42,cluster1
85,42,cluster1
86,84,cluster0
87,84,cluster0
88,84,cluster0
89,210,cluster0
90,84,cluster0
91,84,cluster0
92,84,cluster0
93,42,cluster1
94,42,cluster1
95,42,cluster1
96,42,cluster1
97,84,cluster0
98,84,cluster0
99,84,cluster0
100,84,cluster0
101,84,cluster0
102,84,cluster0
103,42,cluster1
104,168,cluster0
105,84,cluster0
106,84,cluster0
107,84,cluster0
108,42,cluster1
109,84,cluster0
110,42,cluster1
111,84,cluster0
112,42,cluster1
113,42,cluster1
114,84,cluster0
115,42,cluster1
116,42,cluster1
117,84,cluster0
118,126,cluster0
119,126,cluster0
120,84,cluster0
121,168,cluster0
122,84,cluster0
123,84,cluster0
124,84,cluster0
125,84,cluster0
126,42,cluster1
127,42,cluster1
128,42,cluster1
129,42,cluster1
130,84,cluster0
131,42,cluster1
132,84,cluster0
133,84,cluster0
134,42,cluster1
135,42,cluster1
136,126,cluster0
137,42,cluster1
138,42,cluster1
139,42,cluster1
140,42,cluster1
141,42,cluster1
142,84,cluster0
143,84,cluster0
144,84,cluster0
145,84,cluster0
146,84,cluster0
147,84,cluster0
148,84,cluster0
149,84,cluster0
150,84,cluster0
151,84,cluster0
152,84,cluster0
153,84,cluster0
154,84,cluster0
155,84,cluster0
156,42,cluster1
157,42,cluster1
158,84,cluster0
159,42,cluster1
160,42,cluster1
161,42,cluster1
162,42,cluster1
163,42,cluster1
164,42,cluster1
165,42,cluster1
166,42,cluster1
167,42,cluster1
168,42,cluster1
169,84,cluster0
170,42,cluster1
171,42,cluster1
172,84,cluster0
173,42,cluster1
174,84,cluster0
175,42,cluster1
176,42,cluster1
177,84,cluster0
178,42,cluster1
179,126,cluster0
180,84,cluster0
181,42,cluster1
182,42,cluster1
183,42,cluster1
184,126,cluster0
185,84,cluster0
186,84,cluster0
187,42,cluster1
188,42,cluster1
189,42,cluster1
190,168,cluster0
191,42,cluster1
192,84,cluster0
193,84,cluster0
194,84,cluster0
195,42,cluster1
196,84,cluster0
197,42,cluster1
198,126,cluster0
199,210,cluster0
200,126,cluster0
201,84,cluster0
202,42,cluster1
203,84,cluster0
204,84,cluster0
205,42,cluster1
206,42,cluster1
207,42,cluster1
208,42,cluster1
209,42,cluster1
210,126,cluster0
211,126,cluster0
212,42,cluster1
213,126,cluster0
214,84,cluster0
215,42,cluster1
216,84,cluster0
217,84,cluster0
218,126,cluster0
219,84,cluster0
220,42,cluster1
221,84,cluster0
222,84,cluster0
223,84,cluster0
224,126,cluster0
225,42,cluster1
226,84,cluster0
227,84,cluster0
228,126,cluster0
229,84,cluster0
230,42,cluster1
231,42,cluster1
232,84,cluster0
233,42,cluster1
234,42,cluster1
235,42,cluster1
236,42,cluster1
237,42,cluster1
238,42,cluster1
239,42,cluster1
240,42,cluster1
241,42,cluster1
242,42,cluster1
243,84,cluster0
244,42,cluster1
245,42,cluster1
246,42,cluster1
247,42,cluster1
248,42,cluster1
249,42,cluster1
250,42,cluster1
251,42,cluster1
252,42,cluster1
253,42,cluster1
254,42,cluster1
255,42,cluster1
256,84,cluster0
257,84,cluster0
258,84,cluster0
259,84,cluster0
260,84,cluster0
261,84,cluster0
262,42,cluster1
263,42,cluster1
264,126,cluster0
265,126,cluster0
266,126,cluster0
267,168,cluster0
268,84,cluster0
269,126,cluster0
270,126,cluster0
271,84,cluster0
272,84,cluster0
273,84,cluster0
274,84,cluster0
275,84,cluster0
276,126,cluster0
277,126,cluster0
278,126,cluster0
279,126,cluster0
280,126,cluster0
281,42,cluster1
282,42,cluster1
283,42,cluster1
284,42,cluster1
285,42,cluster1
286,42,cluster1
287,84,cluster0
288,42,cluster1
289,42,cluster1
290,84,cluster0
291,42,cluster1
292,42,cluster1
293,42,cluster1
294,42,cluster1
295,42,cluster1
296,126,cluster0
297,126,cluster0
298,84,cluster0
299,84,cluster0
300,84,cluster0
301,42,cluster1
302,42,cluster1
303,42,cluster1
304,42,cluster1
305,42,cluster1
306,42,cluster1
307,84,cluster0
308,84,cluster0
309,42,cluster1
310,84,cluster0
311,42,cluster1
312,42,cluster1
313,84,cluster0
314,84,cluster0
315,42,cluster1
316,42,cluster1
317,42,cluster1
318,42,cluster1
319,42,cluster1
320,42,cluster1
321,42,cluster1
322,42,cluster1
323,42,cluster1
324,42,cluster1
325,42,cluster1
326,42,cluster1
327,42,cluster1
328,42,cluster1
329,42,cluster1
330,42,cluster1
331,84,cluster0
332,126,cluster0
333,84,cluster0
334,42,cluster1
335,42,cluster1
336,84,cluster0
337,168,cluster0
338,168,cluster0
339,168,cluster0
340,84,cluster0
341,84,cluster0
342,126,cluster0
343,126,cluster0
344,126,cluster0
345,126,cluster0
346,84,cluster0
347,168,cluster0
348,84,cluster0
349,126,cluster0
350,84,cluster0
351,84,cluster0
352,42,cluster1
353,42,cluster1
354,42,cluster1
355,42,cluster1
356,42,cluster1
357,42,cluster1
358,42,cluster1
359,126,cluster0
360,42,cluster1
361,42,cluster1
362,42,cluster1
363,84,cluster0
364,42,cluster1
365,84,cluster0
366,42,cluster1
367,42,cluster1
368,42,cluster1
369,42,cluster1
370,42,cluster1
371,168,cluster0
372,126,cluster0
373,84,cluster0
374,168,cluster0
375,168,cluster0
376,84,cluster0
377,84,cluster0
378,84,cluster0
379,84,cluster0
380,84,cluster0
381,84,cluster0
382,84,cluster0
383,84,cluster0
384,84,cluster0
385,42,cluster1
386,42,cluster1
387,42,cluster1
388,84,cluster0
389,84,cluster0
390,84,cluster0
391,84,cluster0
392,84,cluster0
393,42,cluster1
394,42,cluster1
395,84,cluster0
396,84,cluster0
397,42,cluster1
398,42,cluster1
399,42,cluster1
400,42,cluster1
401,42,cluster1
402,126,cluster0
403,84,cluster0
404,84,cluster0
405,126,cluster0
406,84,cluster0
407,84,cluster0
408,84,cluster0
409,84,cluster0
410,84,cluster0
411,84,cluster0
412,84,cluster0
413,84,cluster0
414,84,cluster0
415,84,cluster0
416,84,cluster0
417,126,cluster0
418,84,cluster0
419,168,cluster0
420,126,cluster0
421,42,cluster1
422,42,cluster1
423,42,cluster1
424,42,cluster1
425,42,cluster1
426,42,cluster1
427,84,cluster0
428,84,cluster0
429,84,cluster0
430,84,cluster0
431,84,cluster0
432,84,cluster0
433,84,cluster0
434,84,cluster0
435,84,cluster0
436,84,cluster0
437,84,cluster0
438,84,cluster0
439,84,cluster0
440,84,cluster0
441,84,cluster0
442,84,cluster0
443,84,cluster0
444,84,cluster0
445,42,cluster1
446,84,cluster0
447,126,cluster0
448,84,cluster0
449,168,cluster0
450,84,cluster0
451,84,cluster0
452,84,cluster0
453,84,cluster0
454,42,cluster1
455,84,cluster0
456,42,cluster1
457,42,cluster1
458,42,cluster1
459,84,cluster0
460,42,cluster1
461,84,cluster0
462,42,cluster1
463,42,cluster1
464,42,cluster1
465,42,cluster1
466,42,cluster1
467,42,cluster1
468,84,cluster0
469,84,cluster0
470,126,cluster0
471,42,cluster1
472,84,cluster0
473,84,cluster0
474,84,cluster0
475,84,cluster0
476,84,cluster0
477,84,cluster0
478,84,cluster0
479,84,cluster0
480,84,cluster0
481,126,cluster0
482,126,cluster0
483,84,cluster0
484,84,cluster0
485,84,cluster0
486,42,cluster1
487,126,cluster0
488,168,cluster0
489,126,cluster0
490,42,cluster1
491,42,cluster1
492,42,cluster1
493,84,cluster0
494,42,cluster1
495,84,cluster0
496,42,cluster1
497,42,cluster1
498,42,cluster1
499,42,cluster1
500,42,cluster1
501,84,cluster0
502,126,cluster0
503,84,cluster0
504,42,cluster1
505,84,cluster0
506,210,cluster0
507,84,cluster0
508,42,cluster1
509,42,cluster1
510,42,cluster1
511,42,cluster1
512,42,cluster1
513,42,cluster1
514,84,cluster0
515,42,cluster1
516,42,cluster1
517,84,cluster0
518,42,cluster1
519,42,cluster1
520,84,cluster0
521,42,cluster1
522,42,cluster1
523,42,cluster1
524,42,cluster1
525,42,cluster1
526,84,cluster0
527,84,cluster0
528,126,cluster0
529,84,cluster0
530,84,cluster0
531,42,cluster1
532,42,cluster1
533,42,cluster1
534,42,cluster1
535,84,cluster0
536,42,cluster1
537,42,cluster1
538,42,cluster1
539,42,cluster1
540,42,cluster1
541,42,cluster1
542,42,cluster1
543,42,cluster1
544,42,cluster1
545,42,cluster1
546,42,cluster1
547,84,cluster0
548,126,cluster0
549,126,cluster0
550,168,cluster0
551,42,cluster1
552,42,cluster1
553,42,cluster1
554,42,cluster1
555,42,cluster1
556,42,cluster1
557,84,cluster0
558,42,cluster1
559,42,cluster1
560,42,cluster1
561,42,cluster1
562,126,cluster0
563,84,cluster0
564,84,cluster0
565,84,cluster0
566,84,cluster0
567,84,cluster0
568,84,cluster0
