Instance_number,length,Cluster
0,285,cluster1
1,298,cluster1
2,298,cluster1
3,298,cluster1
4,298,cluster1
5,298,cluster1
6,298,cluster1
7,298,cluster1
8,488,cluster1
9,298,cluster1
10,393,cluster1
11,488,cluster1
12,298,cluster1
13,393,cluster1
14,298,cluster1
15,488,cluster1
16,298,cluster1
17,298,cluster1
18,298,cluster1
19,393,cluster1
20,393,cluster1
21,298,cluster1
22,298,cluster1
23,393,cluster1
24,298,cluster1
25,298,cluster1
26,298,cluster1
27,393,cluster1
28,411,cluster1
29,488,cluster1
30,298,cluster1
31,298,cluster1
32,298,cluster1
33,298,cluster1
34,488,cluster1
35,298,cluster1
36,298,cluster1
37,393,cluster1
38,393,cluster1
39,6434,cluster0
40,298,cluster1
41,298,cluster1
42,1207,cluster1
43,298,cluster1
44,298,cluster1
45,298,cluster1
46,488,cluster1
47,298,cluster1
48,488,cluster1
49,298,cluster1
50,298,cluster1
51,583,cluster1
52,298,cluster1
53,298,cluster1
54,298,cluster1
55,298,cluster1
56,298,cluster1
57,393,cluster1
58,298,cluster1
59,298,cluster1
60,488,cluster1
61,298,cluster1
62,393,cluster1
63,298,cluster1
64,298,cluster1
65,488,cluster1
66,298,cluster1
67,393,cluster1
68,298,cluster1
69,298,cluster1
70,488,cluster1
71,298,cluster1
72,298,cluster1
73,298,cluster1
74,298,cluster1
75,298,cluster1
76,488,cluster1
77,298,cluster1
78,583,cluster1
79,298,cluster1
80,298,cluster1
81,393,cluster1
82,298,cluster1
83,488,cluster1
84,298,cluster1
85,298,cluster1
86,298,cluster1
87,488,cluster1
88,615,cluster1
89,298,cluster1
90,488,cluster1
91,298,cluster1
92,298,cluster1
93,488,cluster1
94,298,cluster1
95,298,cluster1
96,298,cluster1
97,583,cluster1
98,298,cluster1
99,298,cluster1
100,298,cluster1
101,393,cluster1
102,311,cluster1
103,488,cluster1
104,298,cluster1
105,298,cluster1
106,393,cluster1
107,298,cluster1
108,488,cluster1
109,298,cluster1
110,583,cluster1
111,298,cluster1
112,488,cluster1
113,437,cluster1
114,6242,cluster0
115,488,cluster1
116,298,cluster1
117,298,cluster1
118,870,cluster1
119,298,cluster1
120,488,cluster1
121,298,cluster1
122,488,cluster1
123,393,cluster1
124,298,cluster1
125,488,cluster1
126,298,cluster1
127,298,cluster1
128,393,cluster1
129,298,cluster1
130,298,cluster1
131,393,cluster1
132,298,cluster1
133,298,cluster1
134,298,cluster1
135,298,cluster1
136,298,cluster1
137,393,cluster1
138,298,cluster1
139,393,cluster1
140,298,cluster1
141,298,cluster1
142,298,cluster1
143,298,cluster1
144,298,cluster1
145,298,cluster1
146,488,cluster1
147,203,cluster1
148,488,cluster1
149,298,cluster1
150,298,cluster1
151,488,cluster1
152,298,cluster1
153,298,cluster1
154,298,cluster1
155,298,cluster1
156,298,cluster1
157,298,cluster1
158,488,cluster1
159,298,cluster1
160,298,cluster1
161,298,cluster1
162,298,cluster1
163,298,cluster1
164,298,cluster1
165,298,cluster1
166,488,cluster1
167,298,cluster1
168,393,cluster1
169,393,cluster1
170,298,cluster1
171,488,cluster1
172,298,cluster1
173,298,cluster1
174,298,cluster1
175,298,cluster1
176,298,cluster1
177,298,cluster1
178,542,cluster1
179,393,cluster1
180,488,cluster1
181,298,cluster1
182,298,cluster1
183,298,cluster1
184,298,cluster1
185,298,cluster1
186,298,cluster1
187,298,cluster1
188,396,cluster1
189,6320,cluster0
190,298,cluster1
191,298,cluster1
192,298,cluster1
193,1365,cluster1
194,298,cluster1
195,488,cluster1
196,298,cluster1
197,488,cluster1
198,298,cluster1
199,298,cluster1
200,298,cluster1
201,298,cluster1
202,298,cluster1
203,298,cluster1
204,393,cluster1
205,298,cluster1
206,298,cluster1
207,393,cluster1
208,298,cluster1
209,393,cluster1
210,393,cluster1
211,583,cluster1
212,298,cluster1
213,488,cluster1
214,298,cluster1
215,393,cluster1
216,298,cluster1
217,488,cluster1
218,298,cluster1
219,298,cluster1
220,488,cluster1
221,298,cluster1
222,298,cluster1
223,488,cluster1
224,298,cluster1
225,583,cluster1
226,298,cluster1
227,488,cluster1
228,298,cluster1
229,298,cluster1
230,298,cluster1
231,393,cluster1
232,583,cluster1
233,298,cluster1
234,298,cluster1
235,298,cluster1
236,298,cluster1
237,488,cluster1
238,298,cluster1
239,393,cluster1
240,298,cluster1
241,298,cluster1
242,298,cluster1
243,298,cluster1
244,298,cluster1
245,298,cluster1
