@relation Tp-LinkT_51:33:ea_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,42,cluster1
1,42,cluster1
2,42,cluster1
3,42,cluster1
4,42,cluster1
5,42,cluster1
6,42,cluster1
7,42,cluster1
8,84,cluster0
9,84,cluster0
10,42,cluster1
11,42,cluster1
12,126,cluster0
13,84,cluster0
14,84,cluster0
15,84,cluster0
16,84,cluster0
17,84,cluster0
18,84,cluster0
19,42,cluster1
20,84,cluster0
21,42,cluster1
22,84,cluster0
23,84,cluster0
24,84,cluster0
25,84,cluster0
26,42,cluster1
27,84,cluster0
28,42,cluster1
29,42,cluster1
30,42,cluster1
31,42,cluster1
32,84,cluster0
33,84,cluster0
34,84,cluster0
35,84,cluster0
36,42,cluster1
37,126,cluster0
38,42,cluster1
39,126,cluster0
40,84,cluster0
41,84,cluster0
42,84,cluster0
43,42,cluster1
44,42,cluster1
45,42,cluster1
46,42,cluster1
47,42,cluster1
48,84,cluster0
49,42,cluster1
50,84,cluster0
51,42,cluster1
52,84,cluster0
53,84,cluster0
54,84,cluster0
55,84,cluster0
56,42,cluster1
57,126,cluster0
58,168,cluster0
59,126,cluster0
60,84,cluster0
61,126,cluster0
62,126,cluster0
63,126,cluster0
64,84,cluster0
65,84,cluster0
66,126,cluster0
67,126,cluster0
68,84,cluster0
69,84,cluster0
70,42,cluster1
71,42,cluster1
72,42,cluster1
73,42,cluster1
74,84,cluster0
75,42,cluster1
76,42,cluster1
77,84,cluster0
78,84,cluster0
79,84,cluster0
80,84,cluster0
81,84,cluster0
82,126,cluster0
83,126,cluster0
84,126,cluster0
85,126,cluster0
86,168,cluster0
87,126,cluster0
88,84,cluster0
89,84,cluster0
90,84,cluster0
91,84,cluster0
92,42,cluster1
93,42,cluster1
94,42,cluster1
95,42,cluster1
96,42,cluster1
97,84,cluster0
98,84,cluster0
99,84,cluster0
100,84,cluster0
101,84,cluster0
102,84,cluster0
103,84,cluster0
104,84,cluster0
105,84,cluster0
106,84,cluster0
107,84,cluster0
108,84,cluster0
109,84,cluster0
110,126,cluster0
111,84,cluster0
112,42,cluster1
113,42,cluster1
114,42,cluster1
115,42,cluster1
116,42,cluster1
117,84,cluster0
118,84,cluster0
119,84,cluster0
120,84,cluster0
121,84,cluster0
122,42,cluster1
123,126,cluster0
124,84,cluster0
125,84,cluster0
126,126,cluster0
127,126,cluster0
128,42,cluster1
129,42,cluster1
130,42,cluster1
131,42,cluster1
132,42,cluster1
133,84,cluster0
134,42,cluster1
135,42,cluster1
136,42,cluster1
137,84,cluster0
138,84,cluster0
139,84,cluster0
140,84,cluster0
141,84,cluster0
142,42,cluster1
143,42,cluster1
144,42,cluster1
145,42,cluster1
146,42,cluster1
147,42,cluster1
148,42,cluster1
149,42,cluster1
150,84,cluster0
151,42,cluster1
152,42,cluster1
153,84,cluster0
154,210,cluster0
155,84,cluster0
156,84,cluster0
157,84,cluster0
158,126,cluster0
159,126,cluster0
160,126,cluster0
161,84,cluster0
162,84,cluster0
163,42,cluster1
164,42,cluster1
165,84,cluster0
166,42,cluster1
167,42,cluster1
168,126,cluster0
169,84,cluster0
170,84,cluster0
171,84,cluster0
172,84,cluster0
173,168,cluster0
174,168,cluster0
175,84,cluster0
176,168,cluster0
177,168,cluster0
178,84,cluster0
179,84,cluster0
180,84,cluster0
181,84,cluster0
182,84,cluster0
183,84,cluster0
184,84,cluster0
185,84,cluster0
186,84,cluster0
187,42,cluster1
188,42,cluster1
189,42,cluster1
190,84,cluster0
191,42,cluster1
192,42,cluster1
193,84,cluster0
194,84,cluster0
195,84,cluster0
196,84,cluster0
197,42,cluster1
198,126,cluster0
199,42,cluster1
200,84,cluster0
201,42,cluster1
202,84,cluster0
203,42,cluster1
204,42,cluster1
205,42,cluster1
206,42,cluster1
207,84,cluster0
208,84,cluster0
209,84,cluster0
210,84,cluster0
211,84,cluster0
212,42,cluster1
213,42,cluster1
214,84,cluster0
215,84,cluster0
216,42,cluster1
217,42,cluster1
218,42,cluster1
219,42,cluster1
220,84,cluster0
221,42,cluster1
222,42,cluster1
223,84,cluster0
224,84,cluster0
225,84,cluster0
226,84,cluster0
227,42,cluster1
228,42,cluster1
229,126,cluster0
230,42,cluster1
231,84,cluster0
232,126,cluster0
233,168,cluster0
234,84,cluster0
235,84,cluster0
236,84,cluster0
237,84,cluster0
238,42,cluster1
239,42,cluster1
240,42,cluster1
241,84,cluster0
242,42,cluster1
243,84,cluster0
244,168,cluster0
245,84,cluster0
246,84,cluster0
247,42,cluster1
248,42,cluster1
249,42,cluster1
250,84,cluster0
251,42,cluster1
252,42,cluster1
253,42,cluster1
254,84,cluster0
255,84,cluster0
256,84,cluster0
257,84,cluster0
258,42,cluster1
259,84,cluster0
260,84,cluster0
261,42,cluster1
262,84,cluster0
263,42,cluster1
264,42,cluster1
265,42,cluster1
266,42,cluster1
267,42,cluster1
268,42,cluster1
269,84,cluster0
270,42,cluster1
271,42,cluster1
272,42,cluster1
273,84,cluster0
274,84,cluster0
275,84,cluster0
276,84,cluster0
277,42,cluster1
278,84,cluster0
279,84,cluster0
280,42,cluster1
281,42,cluster1
282,84,cluster0
283,42,cluster1
284,42,cluster1
285,42,cluster1
286,42,cluster1
287,42,cluster1
288,42,cluster1
289,84,cluster0
290,42,cluster1
291,84,cluster0
292,42,cluster1
293,126,cluster0
294,168,cluster0
295,84,cluster0
296,168,cluster0
297,84,cluster0
298,168,cluster0
299,84,cluster0
300,126,cluster0
301,126,cluster0
302,84,cluster0
303,168,cluster0
304,42,cluster1
305,42,cluster1
306,42,cluster1
307,42,cluster1
308,84,cluster0
309,84,cluster0
310,84,cluster0
311,84,cluster0
312,84,cluster0
313,42,cluster1
314,42,cluster1
315,126,cluster0
316,84,cluster0
317,42,cluster1
318,126,cluster0
319,126,cluster0
320,210,cluster0
321,126,cluster0
322,168,cluster0
323,84,cluster0
324,126,cluster0
325,168,cluster0
326,126,cluster0
327,84,cluster0
328,84,cluster0
329,42,cluster1
330,42,cluster1
331,84,cluster0
332,42,cluster1
333,84,cluster0
334,84,cluster0
335,84,cluster0
336,84,cluster0
337,84,cluster0
338,84,cluster0
339,42,cluster1
340,42,cluster1
341,42,cluster1
342,84,cluster0
343,126,cluster0
344,168,cluster0
345,168,cluster0
346,84,cluster0
347,126,cluster0
348,42,cluster1
349,42,cluster1
350,42,cluster1
351,42,cluster1
352,84,cluster0
353,84,cluster0
354,126,cluster0
355,126,cluster0
356,126,cluster0
357,84,cluster0
358,42,cluster1
359,42,cluster1
360,42,cluster1
361,42,cluster1
362,42,cluster1
363,42,cluster1
364,84,cluster0
365,84,cluster0
366,84,cluster0
367,84,cluster0
368,42,cluster1
369,42,cluster1
370,42,cluster1
371,42,cluster1
372,42,cluster1
373,42,cluster1
374,42,cluster1
375,42,cluster1
376,42,cluster1
377,42,cluster1
378,84,cluster0
379,84,cluster0
380,84,cluster0
381,84,cluster0
382,84,cluster0
383,84,cluster0
384,84,cluster0
385,84,cluster0
386,84,cluster0
387,84,cluster0
388,84,cluster0
389,84,cluster0
390,84,cluster0
391,84,cluster0
392,84,cluster0
393,84,cluster0
394,84,cluster0
395,84,cluster0
396,84,cluster0
397,84,cluster0
398,42,cluster1
399,42,cluster1
400,126,cluster0
401,84,cluster0
402,168,cluster0
403,42,cluster1
