@relation Tp-LinkT_51:33:ea_clustered

@attribute Instance_number numeric
@attribute length numeric
@attribute Cluster {cluster0,cluster1}

@data
0,42,cluster1
1,84,cluster0
2,42,cluster1
3,168,cluster0
4,210,cluster0
5,126,cluster0
6,42,cluster1
7,84,cluster0
8,84,cluster0
9,84,cluster0
10,42,cluster1
11,42,cluster1
12,42,cluster1
13,42,cluster1
14,42,cluster1
15,42,cluster1
16,42,cluster1
17,126,cluster0
18,126,cluster0
19,84,cluster0
20,126,cluster0
21,84,cluster0
22,84,cluster0
23,84,cluster0
24,42,cluster1
25,84,cluster0
26,42,cluster1
27,42,cluster1
28,84,cluster0
29,42,cluster1
30,42,cluster1
31,42,cluster1
32,42,cluster1
33,84,cluster0
34,84,cluster0
35,84,cluster0
36,84,cluster0
37,42,cluster1
38,84,cluster0
39,42,cluster1
40,84,cluster0
41,126,cluster0
42,42,cluster1
43,84,cluster0
44,42,cluster1
45,84,cluster0
46,126,cluster0
47,42,cluster1
48,84,cluster0
49,84,cluster0
50,84,cluster0
51,84,cluster0
52,42,cluster1
53,84,cluster0
54,42,cluster1
55,42,cluster1
56,42,cluster1
57,42,cluster1
58,42,cluster1
59,42,cluster1
60,42,cluster1
61,126,cluster0
62,42,cluster1
63,42,cluster1
64,42,cluster1
65,42,cluster1
66,42,cluster1
67,42,cluster1
68,84,cluster0
69,42,cluster1
70,42,cluster1
71,42,cluster1
72,42,cluster1
73,42,cluster1
74,42,cluster1
75,84,cluster0
76,84,cluster0
77,42,cluster1
78,126,cluster0
79,126,cluster0
80,84,cluster0
81,84,cluster0
82,42,cluster1
83,42,cluster1
84,42,cluster1
85,42,cluster1
86,42,cluster1
87,84,cluster0
88,42,cluster1
89,84,cluster0
90,84,cluster0
91,84,cluster0
92,42,cluster1
93,42,cluster1
94,42,cluster1
95,42,cluster1
96,84,cluster0
97,84,cluster0
98,126,cluster0
99,126,cluster0
100,42,cluster1
101,84,cluster0
102,84,cluster0
103,84,cluster0
104,42,cluster1
105,42,cluster1
106,42,cluster1
107,42,cluster1
108,42,cluster1
109,42,cluster1
110,42,cluster1
111,42,cluster1
112,42,cluster1
113,42,cluster1
114,84,cluster0
115,42,cluster1
116,42,cluster1
117,126,cluster0
118,126,cluster0
119,126,cluster0
120,42,cluster1
121,84,cluster0
122,168,cluster0
123,126,cluster0
124,84,cluster0
125,42,cluster1
126,126,cluster0
127,126,cluster0
128,42,cluster1
129,42,cluster1
130,42,cluster1
131,42,cluster1
132,42,cluster1
133,84,cluster0
134,84,cluster0
135,42,cluster1
136,42,cluster1
137,84,cluster0
138,84,cluster0
139,84,cluster0
140,42,cluster1
141,42,cluster1
142,84,cluster0
143,42,cluster1
144,42,cluster1
145,42,cluster1
146,84,cluster0
147,42,cluster1
148,84,cluster0
149,126,cluster0
150,84,cluster0
151,42,cluster1
152,84,cluster0
153,42,cluster1
154,42,cluster1
155,84,cluster0
156,42,cluster1
157,84,cluster0
158,84,cluster0
159,126,cluster0
160,42,cluster1
161,42,cluster1
162,84,cluster0
163,84,cluster0
164,42,cluster1
165,42,cluster1
166,84,cluster0
167,42,cluster1
168,42,cluster1
169,42,cluster1
170,42,cluster1
171,84,cluster0
172,84,cluster0
173,42,cluster1
174,42,cluster1
175,84,cluster0
176,84,cluster0
177,84,cluster0
178,84,cluster0
179,84,cluster0
180,42,cluster1
181,84,cluster0
182,42,cluster1
183,42,cluster1
184,84,cluster0
185,84,cluster0
186,126,cluster0
187,84,cluster0
188,42,cluster1
189,42,cluster1
190,42,cluster1
191,42,cluster1
192,42,cluster1
193,42,cluster1
194,42,cluster1
195,42,cluster1
196,42,cluster1
197,126,cluster0
198,42,cluster1
199,42,cluster1
200,42,cluster1
201,84,cluster0
202,42,cluster1
203,42,cluster1
204,42,cluster1
205,42,cluster1
206,126,cluster0
207,42,cluster1
208,42,cluster1
209,42,cluster1
210,42,cluster1
211,84,cluster0
212,84,cluster0
213,84,cluster0
214,42,cluster1
215,84,cluster0
216,42,cluster1
217,42,cluster1
218,42,cluster1
219,42,cluster1
220,42,cluster1
221,84,cluster0
222,84,cluster0
223,84,cluster0
224,42,cluster1
225,84,cluster0
226,42,cluster1
227,42,cluster1
228,42,cluster1
229,42,cluster1
230,42,cluster1
231,126,cluster0
232,126,cluster0
233,84,cluster0
234,42,cluster1
235,84,cluster0
236,84,cluster0
237,84,cluster0
238,42,cluster1
239,84,cluster0
240,84,cluster0
241,42,cluster1
242,42,cluster1
243,84,cluster0
244,42,cluster1
245,42,cluster1
246,42,cluster1
247,84,cluster0
248,42,cluster1
249,84,cluster0
250,42,cluster1
251,42,cluster1
252,42,cluster1
253,42,cluster1
254,42,cluster1
255,42,cluster1
256,42,cluster1
257,84,cluster0
258,42,cluster1
259,84,cluster0
260,84,cluster0
261,84,cluster0
262,126,cluster0
263,84,cluster0
264,42,cluster1
265,42,cluster1
266,42,cluster1
267,42,cluster1
268,42,cluster1
269,42,cluster1
270,42,cluster1
271,42,cluster1
272,42,cluster1
273,42,cluster1
274,168,cluster0
275,84,cluster0
276,126,cluster0
277,84,cluster0
278,84,cluster0
279,42,cluster1
280,42,cluster1
281,42,cluster1
282,42,cluster1
283,42,cluster1
284,84,cluster0
285,42,cluster1
286,42,cluster1
287,126,cluster0
288,84,cluster0
289,84,cluster0
290,84,cluster0
291,84,cluster0
292,42,cluster1
293,126,cluster0
294,42,cluster1
295,42,cluster1
296,42,cluster1
297,42,cluster1
298,42,cluster1
299,42,cluster1
300,84,cluster0
301,84,cluster0
302,42,cluster1
303,84,cluster0
304,84,cluster0
305,42,cluster1
306,84,cluster0
307,126,cluster0
308,42,cluster1
309,42,cluster1
310,84,cluster0
311,42,cluster1
312,84,cluster0
313,42,cluster1
314,42,cluster1
315,42,cluster1
316,42,cluster1
317,42,cluster1
318,42,cluster1
319,42,cluster1
320,42,cluster1
321,42,cluster1
322,84,cluster0
323,42,cluster1
324,84,cluster0
325,42,cluster1
326,84,cluster0
327,126,cluster0
328,42,cluster1
329,42,cluster1
330,42,cluster1
331,42,cluster1
332,42,cluster1
333,42,cluster1
334,84,cluster0
335,42,cluster1
336,84,cluster0
337,126,cluster0
338,42,cluster1
339,42,cluster1
340,84,cluster0
341,42,cluster1
342,126,cluster0
343,42,cluster1
344,42,cluster1
345,42,cluster1
346,84,cluster0
347,84,cluster0
348,42,cluster1
349,84,cluster0
350,42,cluster1
351,84,cluster0
352,84,cluster0
353,84,cluster0
354,84,cluster0
355,42,cluster1
356,84,cluster0
357,84,cluster0
358,84,cluster0
359,126,cluster0
360,42,cluster1
361,126,cluster0
362,84,cluster0
363,84,cluster0
364,84,cluster0
365,42,cluster1
366,84,cluster0
367,84,cluster0
368,84,cluster0
369,84,cluster0
370,42,cluster1
371,84,cluster0
372,84,cluster0
373,42,cluster1
374,42,cluster1
375,42,cluster1
376,42,cluster1
377,42,cluster1
378,42,cluster1
379,42,cluster1
380,42,cluster1
381,42,cluster1
382,42,cluster1
383,42,cluster1
384,42,cluster1
385,42,cluster1
386,42,cluster1
387,84,cluster0
388,84,cluster0
389,42,cluster1
390,42,cluster1
391,84,cluster0
392,84,cluster0
393,42,cluster1
394,42,cluster1
395,42,cluster1
396,42,cluster1
397,42,cluster1
398,84,cluster0
399,42,cluster1
400,84,cluster0
401,84,cluster0
402,168,cluster0
403,126,cluster0
404,42,cluster1
405,168,cluster0
406,126,cluster0
407,126,cluster0
408,42,cluster1
409,42,cluster1
410,84,cluster0
411,84,cluster0
412,126,cluster0
413,84,cluster0
414,126,cluster0
415,126,cluster0
416,84,cluster0
417,42,cluster1
418,84,cluster0
419,84,cluster0
420,126,cluster0
421,126,cluster0
422,84,cluster0
423,42,cluster1
424,42,cluster1
425,42,cluster1
426,42,cluster1
427,42,cluster1
428,42,cluster1
429,84,cluster0
430,84,cluster0
431,84,cluster0
432,126,cluster0
433,84,cluster0
434,84,cluster0
435,42,cluster1
436,84,cluster0
437,42,cluster1
438,42,cluster1
439,42,cluster1
440,42,cluster1
441,42,cluster1
442,42,cluster1
443,42,cluster1
444,84,cluster0
445,84,cluster0
446,84,cluster0
447,126,cluster0
448,126,cluster0
449,42,cluster1
450,84,cluster0
451,126,cluster0
452,42,cluster1
