Instance_number,length,Cluster
0,84,cluster0
1,126,cluster0
2,84,cluster0
3,84,cluster0
4,126,cluster0
5,84,cluster0
6,84,cluster0
7,84,cluster0
8,126,cluster0
9,84,cluster0
10,84,cluster0
11,84,cluster0
12,84,cluster0
13,84,cluster0
14,126,cluster0
15,42,cluster1
16,42,cluster1
17,42,cluster1
18,42,cluster1
19,42,cluster1
20,42,cluster1
21,42,cluster1
22,42,cluster1
23,84,cluster0
24,42,cluster1
25,84,cluster0
26,84,cluster0
27,84,cluster0
28,84,cluster0
29,84,cluster0
30,42,cluster1
31,84,cluster0
32,42,cluster1
33,84,cluster0
34,42,cluster1
35,84,cluster0
36,42,cluster1
37,42,cluster1
38,84,cluster0
39,84,cluster0
40,42,cluster1
41,84,cluster0
42,126,cluster0
43,168,cluster0
44,168,cluster0
45,42,cluster1
46,84,cluster0
47,42,cluster1
48,42,cluster1
49,84,cluster0
50,42,cluster1
51,42,cluster1
52,126,cluster0
53,84,cluster0
54,42,cluster1
55,42,cluster1
56,42,cluster1
57,42,cluster1
58,42,cluster1
59,84,cluster0
60,42,cluster1
61,84,cluster0
62,126,cluster0
63,84,cluster0
64,42,cluster1
65,42,cluster1
66,42,cluster1
67,42,cluster1
68,42,cluster1
69,42,cluster1
70,42,cluster1
71,42,cluster1
72,42,cluster1
73,42,cluster1
74,42,cluster1
75,42,cluster1
76,42,cluster1
77,42,cluster1
78,42,cluster1
79,42,cluster1
80,42,cluster1
81,42,cluster1
82,42,cluster1
83,42,cluster1
84,42,cluster1
85,42,cluster1
86,42,cluster1
87,42,cluster1
88,126,cluster0
89,126,cluster0
90,84,cluster0
91,84,cluster0
92,84,cluster0
93,84,cluster0
94,84,cluster0
95,42,cluster1
96,42,cluster1
97,84,cluster0
98,42,cluster1
99,42,cluster1
100,42,cluster1
101,42,cluster1
102,42,cluster1
103,42,cluster1
104,84,cluster0
105,42,cluster1
106,84,cluster0
107,168,cluster0
108,42,cluster1
109,84,cluster0
110,84,cluster0
111,42,cluster1
112,84,cluster0
113,42,cluster1
114,42,cluster1
115,42,cluster1
116,42,cluster1
117,42,cluster1
118,84,cluster0
119,42,cluster1
120,42,cluster1
121,84,cluster0
122,84,cluster0
123,42,cluster1
124,84,cluster0
125,42,cluster1
126,42,cluster1
127,84,cluster0
128,42,cluster1
129,84,cluster0
130,84,cluster0
131,42,cluster1
132,42,cluster1
133,42,cluster1
134,84,cluster0
135,42,cluster1
136,42,cluster1
137,42,cluster1
138,84,cluster0
139,42,cluster1
140,42,cluster1
141,42,cluster1
142,42,cluster1
143,42,cluster1
144,42,cluster1
145,42,cluster1
146,42,cluster1
147,42,cluster1
148,42,cluster1
149,42,cluster1
150,42,cluster1
151,42,cluster1
152,42,cluster1
153,42,cluster1
154,42,cluster1
155,84,cluster0
156,84,cluster0
157,84,cluster0
158,84,cluster0
159,84,cluster0
160,42,cluster1
161,84,cluster0
162,84,cluster0
163,42,cluster1
164,84,cluster0
165,84,cluster0
166,84,cluster0
167,126,cluster0
168,126,cluster0
169,84,cluster0
170,42,cluster1
171,42,cluster1
172,42,cluster1
173,84,cluster0
174,42,cluster1
175,42,cluster1
176,42,cluster1
177,42,cluster1
178,42,cluster1
179,42,cluster1
180,42,cluster1
181,42,cluster1
182,42,cluster1
183,84,cluster0
184,42,cluster1
185,42,cluster1
186,42,cluster1
187,84,cluster0
188,42,cluster1
189,84,cluster0
190,42,cluster1
191,84,cluster0
192,42,cluster1
193,42,cluster1
194,84,cluster0
195,42,cluster1
196,42,cluster1
197,84,cluster0
198,42,cluster1
199,42,cluster1
200,84,cluster0
201,84,cluster0
202,84,cluster0
203,84,cluster0
204,84,cluster0
205,126,cluster0
206,84,cluster0
207,84,cluster0
208,42,cluster1
209,126,cluster0
210,84,cluster0
211,84,cluster0
212,84,cluster0
213,168,cluster0
214,84,cluster0
215,84,cluster0
216,42,cluster1
217,42,cluster1
218,84,cluster0
219,84,cluster0
220,42,cluster1
221,84,cluster0
222,168,cluster0
223,84,cluster0
224,84,cluster0
225,42,cluster1
226,42,cluster1
227,42,cluster1
228,42,cluster1
229,84,cluster0
230,42,cluster1
231,84,cluster0
232,84,cluster0
233,84,cluster0
234,84,cluster0
235,84,cluster0
236,42,cluster1
237,42,cluster1
238,42,cluster1
239,42,cluster1
240,42,cluster1
241,42,cluster1
242,42,cluster1
243,42,cluster1
244,42,cluster1
245,42,cluster1
246,42,cluster1
247,42,cluster1
248,42,cluster1
249,84,cluster0
250,42,cluster1
251,42,cluster1
252,42,cluster1
253,42,cluster1
254,42,cluster1
255,42,cluster1
256,42,cluster1
257,42,cluster1
258,42,cluster1
259,42,cluster1
260,42,cluster1
261,42,cluster1
262,42,cluster1
263,84,cluster0
264,42,cluster1
265,84,cluster0
266,84,cluster0
267,84,cluster0
268,84,cluster0
269,84,cluster0
270,84,cluster0
271,42,cluster1
272,42,cluster1
273,84,cluster0
274,84,cluster0
275,42,cluster1
276,42,cluster1
277,42,cluster1
278,126,cluster0
279,42,cluster1
280,42,cluster1
281,42,cluster1
282,42,cluster1
283,84,cluster0
284,42,cluster1
285,42,cluster1
286,42,cluster1
287,42,cluster1
288,84,cluster0
289,84,cluster0
290,42,cluster1
291,84,cluster0
292,126,cluster0
293,42,cluster1
294,42,cluster1
295,84,cluster0
296,84,cluster0
297,84,cluster0
298,84,cluster0
299,84,cluster0
300,42,cluster1
301,84,cluster0
302,84,cluster0
303,42,cluster1
304,84,cluster0
305,42,cluster1
306,84,cluster0
307,42,cluster1
308,42,cluster1
309,84,cluster0
310,84,cluster0
311,168,cluster0
312,42,cluster1
313,42,cluster1
314,42,cluster1
315,42,cluster1
316,84,cluster0
317,84,cluster0
318,84,cluster0
319,84,cluster0
320,252,cluster0
321,84,cluster0
322,126,cluster0
323,126,cluster0
324,168,cluster0
325,42,cluster1
326,84,cluster0
327,42,cluster1
328,42,cluster1
329,42,cluster1
330,42,cluster1
331,42,cluster1
332,42,cluster1
333,42,cluster1
334,42,cluster1
335,84,cluster0
336,42,cluster1
337,84,cluster0
338,42,cluster1
339,84,cluster0
340,84,cluster0
341,84,cluster0
342,84,cluster0
343,84,cluster0
344,84,cluster0
345,84,cluster0
346,84,cluster0
347,84,cluster0
348,84,cluster0
349,84,cluster0
350,84,cluster0
351,84,cluster0
352,84,cluster0
353,84,cluster0
354,42,cluster1
355,126,cluster0
356,42,cluster1
357,42,cluster1
358,84,cluster0
359,84,cluster0
360,126,cluster0
361,126,cluster0
362,126,cluster0
363,84,cluster0
364,84,cluster0
365,84,cluster0
366,84,cluster0
367,84,cluster0
368,84,cluster0
369,84,cluster0
370,84,cluster0
371,84,cluster0
372,84,cluster0
373,84,cluster0
374,42,cluster1
375,42,cluster1
376,42,cluster1
377,84,cluster0
378,42,cluster1
379,84,cluster0
380,84,cluster0
381,84,cluster0
382,84,cluster0
383,84,cluster0
384,84,cluster0
385,84,cluster0
386,84,cluster0
387,84,cluster0
388,84,cluster0
389,126,cluster0
390,42,cluster1
391,42,cluster1
392,84,cluster0
393,42,cluster1
394,42,cluster1
395,42,cluster1
396,42,cluster1
397,84,cluster0
398,42,cluster1
399,168,cluster0
400,42,cluster1
401,126,cluster0
402,84,cluster0
403,84,cluster0
404,126,cluster0
405,210,cluster0
406,126,cluster0
407,84,cluster0
408,84,cluster0
409,168,cluster0
410,84,cluster0
411,84,cluster0
412,84,cluster0
413,126,cluster0
414,84,cluster0
415,84,cluster0
416,42,cluster1
417,84,cluster0
418,84,cluster0
419,84,cluster0
420,42,cluster1
421,42,cluster1
422,42,cluster1
423,42,cluster1
424,168,cluster0
425,42,cluster1
426,42,cluster1
427,42,cluster1
428,42,cluster1
429,84,cluster0
430,42,cluster1
431,42,cluster1
432,126,cluster0
433,42,cluster1
434,42,cluster1
435,42,cluster1
436,42,cluster1
437,42,cluster1
438,42,cluster1
439,42,cluster1
440,84,cluster0
441,84,cluster0
442,84,cluster0
443,84,cluster0
444,42,cluster1
445,42,cluster1
446,42,cluster1
447,42,cluster1
448,42,cluster1
449,42,cluster1
450,42,cluster1
451,42,cluster1
452,84,cluster0
453,42,cluster1
454,42,cluster1
455,42,cluster1
456,42,cluster1
457,42,cluster1
458,42,cluster1
459,42,cluster1
460,84,cluster0
461,84,cluster0
462,84,cluster0
463,84,cluster0
464,84,cluster0
465,126,cluster0
466,84,cluster0
467,84,cluster0
468,84,cluster0
469,84,cluster0
470,84,cluster0
471,84,cluster0
472,84,cluster0
473,84,cluster0
474,84,cluster0
475,84,cluster0
476,126,cluster0
477,42,cluster1
478,84,cluster0
479,84,cluster0
480,42,cluster1
481,84,cluster0
482,42,cluster1
483,42,cluster1
484,42,cluster1
485,42,cluster1
486,42,cluster1
487,168,cluster0
488,84,cluster0
489,84,cluster0
490,42,cluster1
491,42,cluster1
492,42,cluster1
493,42,cluster1
494,42,cluster1
495,42,cluster1
496,42,cluster1
497,42,cluster1
498,42,cluster1
499,42,cluster1
500,42,cluster1
501,42,cluster1
502,126,cluster0
503,42,cluster1
504,84,cluster0
505,42,cluster1
506,84,cluster0
507,42,cluster1
508,42,cluster1
509,84,cluster0
510,42,cluster1
511,42,cluster1
512,42,cluster1
513,84,cluster0
514,126,cluster0
515,126,cluster0
516,126,cluster0
517,168,cluster0
518,126,cluster0
519,84,cluster0
520,126,cluster0
521,126,cluster0
522,126,cluster0
523,84,cluster0
524,168,cluster0
525,126,cluster0
526,126,cluster0
527,126,cluster0
528,42,cluster1
529,42,cluster1
530,84,cluster0
531,42,cluster1
532,84,cluster0
533,84,cluster0
534,126,cluster0
535,168,cluster0
536,42,cluster1
537,42,cluster1
538,42,cluster1
539,42,cluster1
540,42,cluster1
541,42,cluster1
542,42,cluster1
543,42,cluster1
544,42,cluster1
545,84,cluster0
546,42,cluster1
547,84,cluster0
548,126,cluster0
549,42,cluster1
550,84,cluster0
551,42,cluster1
552,42,cluster1
553,84,cluster0
554,42,cluster1
555,126,cluster0
556,84,cluster0
557,126,cluster0
558,168,cluster0
559,168,cluster0
560,126,cluster0
561,84,cluster0
562,126,cluster0
563,168,cluster0
564,126,cluster0
565,84,cluster0
566,126,cluster0
567,84,cluster0
568,126,cluster0
