Instance_number,length,Cluster
0,5887,cluster0
1,298,cluster1
2,298,cluster1
3,298,cluster1
4,298,cluster1
5,298,cluster1
6,298,cluster1
7,298,cluster1
8,298,cluster1
9,298,cluster1
10,298,cluster1
11,1071,cluster1
12,298,cluster1
13,488,cluster1
14,298,cluster1
15,298,cluster1
16,298,cluster1
17,298,cluster1
18,298,cluster1
19,298,cluster1
20,298,cluster1
21,298,cluster1
22,488,cluster1
23,393,cluster1
24,298,cluster1
25,298,cluster1
26,298,cluster1
27,298,cluster1
28,393,cluster1
29,393,cluster1
30,393,cluster1
31,298,cluster1
32,298,cluster1
33,393,cluster1
34,298,cluster1
35,298,cluster1
36,298,cluster1
37,298,cluster1
38,488,cluster1
39,298,cluster1
40,298,cluster1
41,488,cluster1
42,298,cluster1
43,298,cluster1
44,488,cluster1
45,298,cluster1
46,298,cluster1
47,298,cluster1
48,583,cluster1
49,298,cluster1
50,298,cluster1
51,298,cluster1
52,298,cluster1
53,488,cluster1
54,298,cluster1
55,298,cluster1
56,298,cluster1
57,298,cluster1
58,298,cluster1
59,393,cluster1
60,298,cluster1
61,298,cluster1
62,298,cluster1
63,298,cluster1
64,298,cluster1
65,298,cluster1
66,298,cluster1
67,488,cluster1
68,298,cluster1
69,298,cluster1
70,393,cluster1
71,393,cluster1
72,298,cluster1
73,298,cluster1
74,298,cluster1
75,298,cluster1
76,393,cluster1
77,298,cluster1
78,298,cluster1
79,298,cluster1
80,393,cluster1
81,393,cluster1
82,278,cluster1
83,5990,cluster0
84,298,cluster1
85,298,cluster1
86,298,cluster1
87,513,cluster1
88,298,cluster1
89,1156,cluster1
90,488,cluster1
91,298,cluster1
92,298,cluster1
93,393,cluster1
94,298,cluster1
95,298,cluster1
96,298,cluster1
97,488,cluster1
98,298,cluster1
99,393,cluster1
100,298,cluster1
101,488,cluster1
102,298,cluster1
103,298,cluster1
104,298,cluster1
105,298,cluster1
106,298,cluster1
107,298,cluster1
108,393,cluster1
109,298,cluster1
110,298,cluster1
111,393,cluster1
112,298,cluster1
113,393,cluster1
114,298,cluster1
115,298,cluster1
116,488,cluster1
117,298,cluster1
118,298,cluster1
119,393,cluster1
120,298,cluster1
121,488,cluster1
122,298,cluster1
123,298,cluster1
124,298,cluster1
125,298,cluster1
126,298,cluster1
127,298,cluster1
128,298,cluster1
129,488,cluster1
130,298,cluster1
131,393,cluster1
132,406,cluster1
133,298,cluster1
134,488,cluster1
135,298,cluster1
136,488,cluster1
137,393,cluster1
138,298,cluster1
139,393,cluster1
140,298,cluster1
141,298,cluster1
142,298,cluster1
143,393,cluster1
144,298,cluster1
145,298,cluster1
146,298,cluster1
