Instance_number,length,Cluster
0,3715,cluster0
1,3843,cluster0
2,3715,cluster0
3,108,cluster1
4,3731,cluster0
5,108,cluster1
6,3715,cluster0
7,3715,cluster0
8,3769,cluster0
9,108,cluster1
10,787,cluster1
11,1540,cluster1
12,3731,cluster0
13,3715,cluster0
14,3931,cluster0
15,3731,cluster0
16,3715,cluster0
17,3931,cluster0
18,733,cluster1
19,1560,cluster1
20,733,cluster1
21,3823,cluster0
22,3715,cluster0
23,733,cluster1
24,3715,cluster0
25,3715,cluster0
26,3715,cluster0
27,3715,cluster0
28,733,cluster1
29,3715,cluster0
30,3715,cluster0
31,3715,cluster0
32,3931,cluster0
33,3843,cluster0
34,3715,cluster0
