Instance_number,length,Cluster
0,3715,cluster0
1,108,cluster1
2,3715,cluster0
3,861,cluster1
4,1486,cluster1
5,3715,cluster0
6,108,cluster1
7,3715,cluster0
8,3715,cluster0
9,108,cluster1
10,3715,cluster0
11,3843,cluster0
12,3715,cluster0
13,3715,cluster0
14,3715,cluster0
15,3843,cluster0
16,3843,cluster0
17,108,cluster1
18,3715,cluster0
19,108,cluster1
20,3715,cluster0
21,108,cluster1
22,3715,cluster0
23,108,cluster1
24,3715,cluster0
25,108,cluster1
26,3715,cluster0
27,3715,cluster0
28,3843,cluster0
29,108,cluster1
30,3715,cluster0
31,3715,cluster0
32,108,cluster1
33,3715,cluster0
34,3843,cluster0
35,108,cluster1
36,3715,cluster0
37,3843,cluster0
38,3843,cluster0
39,3715,cluster0
40,4243,cluster0
41,3843,cluster0
42,3715,cluster0
43,3715,cluster0
44,108,cluster1
45,733,cluster1
46,1486,cluster1
47,3715,cluster0
48,108,cluster1
49,3823,cluster0
50,3843,cluster0
51,3951,cluster0
52,3843,cluster0
53,3715,cluster0
54,861,cluster1
55,1540,cluster1
