Instance_number,length,Cluster
0,42,cluster1
1,42,cluster1
2,42,cluster1
3,42,cluster1
4,42,cluster1
5,42,cluster1
6,42,cluster1
7,42,cluster1
8,168,cluster0
9,42,cluster1
10,84,cluster0
11,84,cluster0
12,84,cluster0
13,126,cluster0
14,42,cluster1
15,42,cluster1
16,42,cluster1
17,42,cluster1
18,42,cluster1
19,42,cluster1
20,126,cluster0
21,42,cluster1
22,42,cluster1
23,84,cluster0
24,84,cluster0
25,84,cluster0
26,84,cluster0
27,84,cluster0
28,42,cluster1
29,42,cluster1
30,42,cluster1
31,42,cluster1
32,42,cluster1
33,42,cluster1
34,84,cluster0
35,42,cluster1
36,84,cluster0
37,42,cluster1
38,84,cluster0
39,84,cluster0
40,84,cluster0
41,42,cluster1
42,84,cluster0
43,84,cluster0
44,126,cluster0
45,84,cluster0
46,84,cluster0
47,126,cluster0
48,42,cluster1
49,42,cluster1
50,42,cluster1
51,84,cluster0
52,42,cluster1
53,168,cluster0
54,84,cluster0
55,168,cluster0
56,126,cluster0
57,168,cluster0
58,42,cluster1
59,84,cluster0
60,42,cluster1
61,42,cluster1
62,42,cluster1
63,42,cluster1
64,42,cluster1
65,126,cluster0
66,42,cluster1
67,42,cluster1
68,126,cluster0
69,42,cluster1
70,42,cluster1
71,42,cluster1
72,42,cluster1
73,84,cluster0
74,84,cluster0
75,84,cluster0
76,84,cluster0
77,84,cluster0
78,42,cluster1
79,42,cluster1
80,42,cluster1
81,42,cluster1
82,42,cluster1
83,42,cluster1
84,42,cluster1
85,42,cluster1
86,42,cluster1
87,42,cluster1
88,84,cluster0
89,210,cluster0
90,168,cluster0
91,126,cluster0
92,168,cluster0
93,210,cluster0
94,84,cluster0
95,84,cluster0
96,84,cluster0
97,84,cluster0
98,42,cluster1
99,42,cluster1
100,42,cluster1
101,84,cluster0
102,126,cluster0
103,42,cluster1
104,84,cluster0
105,84,cluster0
106,84,cluster0
107,84,cluster0
108,42,cluster1
109,42,cluster1
110,42,cluster1
111,84,cluster0
112,126,cluster0
113,42,cluster1
114,84,cluster0
115,84,cluster0
116,84,cluster0
117,84,cluster0
118,84,cluster0
119,84,cluster0
120,84,cluster0
121,84,cluster0
122,84,cluster0
123,84,cluster0
124,168,cluster0
125,168,cluster0
126,168,cluster0
127,84,cluster0
128,84,cluster0
129,42,cluster1
130,84,cluster0
131,42,cluster1
132,42,cluster1
133,42,cluster1
134,42,cluster1
135,84,cluster0
136,84,cluster0
137,84,cluster0
138,84,cluster0
139,42,cluster1
140,84,cluster0
141,42,cluster1
142,42,cluster1
143,42,cluster1
144,84,cluster0
145,84,cluster0
146,84,cluster0
147,84,cluster0
148,42,cluster1
149,84,cluster0
150,84,cluster0
151,126,cluster0
152,126,cluster0
153,126,cluster0
154,84,cluster0
155,42,cluster1
156,42,cluster1
157,84,cluster0
158,84,cluster0
159,84,cluster0
160,84,cluster0
161,84,cluster0
162,84,cluster0
163,42,cluster1
164,42,cluster1
165,42,cluster1
166,42,cluster1
167,84,cluster0
168,42,cluster1
169,84,cluster0
170,42,cluster1
171,42,cluster1
172,42,cluster1
173,42,cluster1
174,84,cluster0
175,84,cluster0
176,84,cluster0
177,84,cluster0
178,42,cluster1
179,84,cluster0
180,42,cluster1
181,42,cluster1
182,42,cluster1
183,42,cluster1
184,84,cluster0
185,84,cluster0
186,126,cluster0
187,42,cluster1
188,42,cluster1
189,84,cluster0
190,84,cluster0
191,126,cluster0
192,42,cluster1
193,42,cluster1
194,126,cluster0
195,126,cluster0
196,84,cluster0
197,42,cluster1
198,42,cluster1
199,84,cluster0
200,84,cluster0
201,84,cluster0
202,84,cluster0
203,84,cluster0
204,84,cluster0
205,84,cluster0
206,84,cluster0
207,84,cluster0
208,84,cluster0
209,42,cluster1
210,42,cluster1
211,42,cluster1
212,42,cluster1
213,42,cluster1
214,42,cluster1
215,84,cluster0
216,84,cluster0
217,84,cluster0
218,84,cluster0
219,42,cluster1
220,42,cluster1
221,42,cluster1
222,42,cluster1
223,42,cluster1
224,42,cluster1
225,42,cluster1
226,42,cluster1
227,42,cluster1
228,42,cluster1
229,42,cluster1
230,84,cluster0
231,42,cluster1
232,42,cluster1
233,42,cluster1
234,42,cluster1
235,84,cluster0
236,84,cluster0
237,84,cluster0
238,42,cluster1
239,84,cluster0
240,42,cluster1
241,84,cluster0
242,42,cluster1
243,84,cluster0
244,42,cluster1
245,84,cluster0
246,84,cluster0
247,84,cluster0
248,42,cluster1
249,84,cluster0
250,126,cluster0
251,84,cluster0
252,42,cluster1
253,84,cluster0
254,126,cluster0
255,126,cluster0
256,84,cluster0
257,42,cluster1
258,126,cluster0
259,168,cluster0
260,168,cluster0
261,42,cluster1
262,126,cluster0
263,168,cluster0
264,126,cluster0
265,84,cluster0
266,84,cluster0
267,84,cluster0
268,126,cluster0
269,84,cluster0
270,42,cluster1
271,84,cluster0
272,42,cluster1
273,84,cluster0
274,84,cluster0
275,84,cluster0
276,42,cluster1
277,84,cluster0
278,84,cluster0
279,42,cluster1
280,42,cluster1
281,84,cluster0
282,42,cluster1
283,42,cluster1
284,84,cluster0
285,42,cluster1
286,42,cluster1
287,42,cluster1
288,42,cluster1
289,84,cluster0
290,126,cluster0
291,126,cluster0
292,168,cluster0
293,84,cluster0
294,126,cluster0
295,84,cluster0
296,126,cluster0
297,84,cluster0
298,126,cluster0
299,42,cluster1
300,42,cluster1
301,42,cluster1
302,42,cluster1
303,42,cluster1
304,42,cluster1
305,42,cluster1
306,42,cluster1
307,84,cluster0
308,42,cluster1
309,42,cluster1
310,42,cluster1
311,42,cluster1
312,42,cluster1
313,42,cluster1
314,84,cluster0
315,126,cluster0
316,84,cluster0
317,84,cluster0
318,84,cluster0
319,126,cluster0
320,84,cluster0
321,84,cluster0
322,126,cluster0
323,84,cluster0
324,42,cluster1
325,42,cluster1
326,42,cluster1
327,84,cluster0
328,42,cluster1
329,42,cluster1
330,42,cluster1
331,42,cluster1
332,42,cluster1
333,42,cluster1
334,42,cluster1
335,126,cluster0
336,42,cluster1
337,84,cluster0
338,84,cluster0
339,84,cluster0
340,84,cluster0
341,84,cluster0
342,84,cluster0
343,84,cluster0
344,42,cluster1
345,42,cluster1
346,84,cluster0
347,42,cluster1
348,42,cluster1
349,42,cluster1
350,84,cluster0
351,42,cluster1
352,84,cluster0
353,42,cluster1
354,42,cluster1
355,126,cluster0
356,126,cluster0
357,126,cluster0
358,126,cluster0
359,210,cluster0
360,42,cluster1
361,84,cluster0
362,126,cluster0
363,84,cluster0
364,126,cluster0
365,84,cluster0
366,42,cluster1
367,42,cluster1
368,42,cluster1
369,42,cluster1
370,126,cluster0
371,126,cluster0
372,126,cluster0
373,84,cluster0
374,42,cluster1
375,42,cluster1
376,42,cluster1
377,42,cluster1
378,42,cluster1
379,42,cluster1
380,84,cluster0
381,42,cluster1
382,42,cluster1
383,42,cluster1
384,42,cluster1
385,84,cluster0
386,84,cluster0
387,84,cluster0
388,84,cluster0
389,84,cluster0
390,84,cluster0
391,168,cluster0
392,42,cluster1
393,126,cluster0
394,42,cluster1
395,84,cluster0
396,42,cluster1
397,42,cluster1
398,42,cluster1
399,42,cluster1
400,42,cluster1
401,84,cluster0
402,42,cluster1
403,42,cluster1
404,42,cluster1
405,84,cluster0
406,42,cluster1
407,84,cluster0
408,84,cluster0
409,42,cluster1
