Instance_number,length,Cluster
0,210,cluster0
1,252,cluster0
2,252,cluster0
3,252,cluster0
4,126,cluster1
5,126,cluster1
6,168,cluster1
7,84,cluster1
8,168,cluster1
9,84,cluster1
10,168,cluster1
11,84,cluster1
12,168,cluster1
13,84,cluster1
14,168,cluster1
15,84,cluster1
16,168,cluster1
17,84,cluster1
18,168,cluster1
19,84,cluster1
20,168,cluster1
21,84,cluster1
22,168,cluster1
23,84,cluster1
24,168,cluster1
25,84,cluster1
26,168,cluster1
27,84,cluster1
28,126,cluster1
29,126,cluster1
30,210,cluster0
31,42,cluster1
32,168,cluster1
33,84,cluster1
34,252,cluster0
35,252,cluster0
36,252,cluster0
37,252,cluster0
38,252,cluster0
39,252,cluster0
40,252,cluster0
41,252,cluster0
42,252,cluster0
43,252,cluster0
44,252,cluster0
45,252,cluster0
46,252,cluster0
47,252,cluster0
48,252,cluster0
49,504,cluster0
50,252,cluster0
51,252,cluster0
52,252,cluster0
53,252,cluster0
54,252,cluster0
55,252,cluster0
56,252,cluster0
57,252,cluster0
58,252,cluster0
59,252,cluster0
60,252,cluster0
61,252,cluster0
62,252,cluster0
63,252,cluster0
64,252,cluster0
65,252,cluster0
66,252,cluster0
67,252,cluster0
68,252,cluster0
69,252,cluster0
70,252,cluster0
71,252,cluster0
72,252,cluster0
73,252,cluster0
74,252,cluster0
75,252,cluster0
76,252,cluster0
77,252,cluster0
78,252,cluster0
79,252,cluster0
80,252,cluster0
81,252,cluster0
82,252,cluster0
83,252,cluster0
84,252,cluster0
85,252,cluster0
86,252,cluster0
87,252,cluster0
88,252,cluster0
89,252,cluster0
90,252,cluster0
91,252,cluster0
92,252,cluster0
93,252,cluster0
94,252,cluster0
95,252,cluster0
96,252,cluster0
97,252,cluster0
98,252,cluster0
99,252,cluster0
100,252,cluster0
101,252,cluster0
102,252,cluster0
103,252,cluster0
104,252,cluster0
105,252,cluster0
106,252,cluster0
107,252,cluster0
108,252,cluster0
109,252,cluster0
110,252,cluster0
111,252,cluster0
112,252,cluster0
113,252,cluster0
114,252,cluster0
115,252,cluster0
116,252,cluster0
117,252,cluster0
118,252,cluster0
119,252,cluster0
120,252,cluster0
121,252,cluster0
122,252,cluster0
123,252,cluster0
124,252,cluster0
125,252,cluster0
126,252,cluster0
127,252,cluster0
128,252,cluster0
129,252,cluster0
130,252,cluster0
131,252,cluster0
132,252,cluster0
133,252,cluster0
134,252,cluster0
135,252,cluster0
136,252,cluster0
137,252,cluster0
138,252,cluster0
139,252,cluster0
140,252,cluster0
141,252,cluster0
142,252,cluster0
143,252,cluster0
144,252,cluster0
145,252,cluster0
146,252,cluster0
147,252,cluster0
148,252,cluster0
149,252,cluster0
150,252,cluster0
151,252,cluster0
152,252,cluster0
153,252,cluster0
154,252,cluster0
155,252,cluster0
156,252,cluster0
157,252,cluster0
158,252,cluster0
159,252,cluster0
160,252,cluster0
161,252,cluster0
162,252,cluster0
163,252,cluster0
164,252,cluster0
165,252,cluster0
166,252,cluster0
167,252,cluster0
168,252,cluster0
169,252,cluster0
170,252,cluster0
171,252,cluster0
172,252,cluster0
173,252,cluster0
174,252,cluster0
175,252,cluster0
176,252,cluster0
177,252,cluster0
178,252,cluster0
179,252,cluster0
180,252,cluster0
181,252,cluster0
182,252,cluster0
183,252,cluster0
184,252,cluster0
185,252,cluster0
186,84,cluster1
187,168,cluster1
188,252,cluster0
189,252,cluster0
190,252,cluster0
191,252,cluster0
192,252,cluster0
193,252,cluster0
194,252,cluster0
195,252,cluster0
196,252,cluster0
197,252,cluster0
198,252,cluster0
199,252,cluster0
200,252,cluster0
201,252,cluster0
202,252,cluster0
203,504,cluster0
204,252,cluster0
205,252,cluster0
206,252,cluster0
207,252,cluster0
208,252,cluster0
209,252,cluster0
210,252,cluster0
211,252,cluster0
212,252,cluster0
213,252,cluster0
214,252,cluster0
215,252,cluster0
216,252,cluster0
217,252,cluster0
218,252,cluster0
219,252,cluster0
220,252,cluster0
221,252,cluster0
222,252,cluster0
223,252,cluster0
224,252,cluster0
225,252,cluster0
226,252,cluster0
227,252,cluster0
228,252,cluster0
229,252,cluster0
230,252,cluster0
231,252,cluster0
232,252,cluster0
233,252,cluster0
234,252,cluster0
235,252,cluster0
236,252,cluster0
237,252,cluster0
238,252,cluster0
239,252,cluster0
240,252,cluster0
241,252,cluster0
242,252,cluster0
243,252,cluster0
244,252,cluster0
245,252,cluster0
246,252,cluster0
247,252,cluster0
248,252,cluster0
249,252,cluster0
250,252,cluster0
251,252,cluster0
252,252,cluster0
253,252,cluster0
254,252,cluster0
255,252,cluster0
256,252,cluster0
257,252,cluster0
258,252,cluster0
259,252,cluster0
260,252,cluster0
261,252,cluster0
262,252,cluster0
263,252,cluster0
264,252,cluster0
265,252,cluster0
266,252,cluster0
267,252,cluster0
268,252,cluster0
269,252,cluster0
270,252,cluster0
271,252,cluster0
272,252,cluster0
273,252,cluster0
274,252,cluster0
275,252,cluster0
276,252,cluster0
277,252,cluster0
278,210,cluster0
279,42,cluster1
280,210,cluster0
281,42,cluster1
282,210,cluster0
283,42,cluster1
284,210,cluster0
285,42,cluster1
286,210,cluster0
287,42,cluster1
288,210,cluster0
289,42,cluster1
290,210,cluster0
291,42,cluster1
292,210,cluster0
293,42,cluster1
294,210,cluster0
295,42,cluster1
296,210,cluster0
297,42,cluster1
298,210,cluster0
299,42,cluster1
300,210,cluster0
301,42,cluster1
302,210,cluster0
303,42,cluster1
304,168,cluster1
305,84,cluster1
306,252,cluster0
307,210,cluster0
308,42,cluster1
309,252,cluster0
310,252,cluster0
311,84,cluster1
312,168,cluster1
313,84,cluster1
314,168,cluster1
315,84,cluster1
316,168,cluster1
317,84,cluster1
318,168,cluster1
319,84,cluster1
320,168,cluster1
321,84,cluster1
322,168,cluster1
323,42,cluster1
324,210,cluster0
325,84,cluster1
326,168,cluster1
327,84,cluster1
328,168,cluster1
329,84,cluster1
330,168,cluster1
331,84,cluster1
332,168,cluster1
333,84,cluster1
334,168,cluster1
335,84,cluster1
