Instance_number,length,Cluster
0,3769,cluster0
1,3701,cluster0
2,3701,cluster0
3,3701,cluster0
4,3701,cluster0
5,182,cluster0
6,3863,cluster0
7,256,cluster0
8,3863,cluster0
9,3755,cluster0
10,3863,cluster0
11,182,cluster0
12,3755,cluster0
13,3755,cluster0
14,182,cluster0
15,3755,cluster0
16,3755,cluster0
17,1171,cluster0
18,330,cluster0
19,3755,cluster0
20,182,cluster0
21,1009,cluster0
22,384,cluster0
23,256,cluster0
24,10959,cluster0
25,3755,cluster0
26,182,cluster0
27,3755,cluster0
28,182,cluster0
29,3755,cluster0
30,1009,cluster0
31,256,cluster0
32,256,cluster0
33,1009,cluster0
34,256,cluster0
35,3755,cluster0
36,182,cluster0
37,3755,cluster0
38,3917,cluster0
39,3755,cluster0
40,182,cluster0
41,3755,cluster0
42,182,cluster0
