Instance_number,length,Cluster
0,285,cluster1
1,298,cluster1
2,298,cluster1
3,393,cluster1
4,450,cluster1
5,6022,cluster0
6,298,cluster1
7,298,cluster1
8,298,cluster1
9,298,cluster1
10,298,cluster1
11,488,cluster1
12,298,cluster1
13,393,cluster1
14,488,cluster1
15,298,cluster1
16,298,cluster1
17,1006,cluster1
18,298,cluster1
19,298,cluster1
20,298,cluster1
21,488,cluster1
22,488,cluster1
23,615,cluster1
24,488,cluster1
25,298,cluster1
26,298,cluster1
27,298,cluster1
28,298,cluster1
29,393,cluster1
30,298,cluster1
31,488,cluster1
32,298,cluster1
33,393,cluster1
34,298,cluster1
35,298,cluster1
36,298,cluster1
37,298,cluster1
38,298,cluster1
39,298,cluster1
40,298,cluster1
41,298,cluster1
42,298,cluster1
43,298,cluster1
44,393,cluster1
45,298,cluster1
46,298,cluster1
47,298,cluster1
48,298,cluster1
49,298,cluster1
50,298,cluster1
51,488,cluster1
52,298,cluster1
53,298,cluster1
54,298,cluster1
55,298,cluster1
56,488,cluster1
57,393,cluster1
58,298,cluster1
59,298,cluster1
60,298,cluster1
61,393,cluster1
62,298,cluster1
63,298,cluster1
64,488,cluster1
65,298,cluster1
66,488,cluster1
67,393,cluster1
68,298,cluster1
69,298,cluster1
70,298,cluster1
71,298,cluster1
72,298,cluster1
73,298,cluster1
74,488,cluster1
75,298,cluster1
76,488,cluster1
77,488,cluster1
78,298,cluster1
79,298,cluster1
80,298,cluster1
81,6317,cluster0
82,298,cluster1
83,393,cluster1
84,488,cluster1
85,871,cluster1
86,298,cluster1
87,298,cluster1
88,393,cluster1
89,298,cluster1
90,393,cluster1
91,298,cluster1
92,298,cluster1
93,488,cluster1
94,298,cluster1
95,488,cluster1
96,298,cluster1
97,393,cluster1
98,298,cluster1
99,298,cluster1
100,393,cluster1
101,488,cluster1
102,298,cluster1
103,298,cluster1
104,393,cluster1
105,298,cluster1
106,298,cluster1
107,298,cluster1
108,298,cluster1
109,488,cluster1
110,298,cluster1
111,298,cluster1
112,298,cluster1
113,393,cluster1
114,298,cluster1
115,298,cluster1
116,393,cluster1
117,298,cluster1
118,488,cluster1
119,393,cluster1
120,298,cluster1
121,298,cluster1
122,298,cluster1
123,488,cluster1
124,298,cluster1
125,298,cluster1
126,298,cluster1
127,298,cluster1
128,298,cluster1
129,298,cluster1
130,393,cluster1
131,298,cluster1
132,298,cluster1
133,488,cluster1
134,298,cluster1
135,488,cluster1
136,488,cluster1
137,298,cluster1
138,298,cluster1
139,488,cluster1
140,298,cluster1
141,488,cluster1
142,298,cluster1
143,203,cluster1
144,488,cluster1
145,352,cluster1
146,393,cluster1
147,298,cluster1
148,393,cluster1
149,393,cluster1
150,298,cluster1
151,488,cluster1
152,298,cluster1
153,298,cluster1
154,298,cluster1
155,6116,cluster0
156,298,cluster1
157,298,cluster1
158,1168,cluster1
159,393,cluster1
160,298,cluster1
161,393,cluster1
162,488,cluster1
163,298,cluster1
164,298,cluster1
165,298,cluster1
166,298,cluster1
167,298,cluster1
168,393,cluster1
169,298,cluster1
170,298,cluster1
171,393,cluster1
172,298,cluster1
173,298,cluster1
174,298,cluster1
175,298,cluster1
176,298,cluster1
177,298,cluster1
178,298,cluster1
179,488,cluster1
180,298,cluster1
181,393,cluster1
182,298,cluster1
183,298,cluster1
184,298,cluster1
185,298,cluster1
186,298,cluster1
187,298,cluster1
188,298,cluster1
189,298,cluster1
190,488,cluster1
191,298,cluster1
192,298,cluster1
193,298,cluster1
194,298,cluster1
195,488,cluster1
196,298,cluster1
197,298,cluster1
198,298,cluster1
199,488,cluster1
200,298,cluster1
201,298,cluster1
202,393,cluster1
203,352,cluster1
204,298,cluster1
205,298,cluster1
206,298,cluster1
207,298,cluster1
208,298,cluster1
209,298,cluster1
210,583,cluster1
211,393,cluster1
212,298,cluster1
213,298,cluster1
214,393,cluster1
215,298,cluster1
216,393,cluster1
217,488,cluster1
218,447,cluster1
219,298,cluster1
220,488,cluster1
221,298,cluster1
222,298,cluster1
223,298,cluster1
224,298,cluster1
225,488,cluster1
226,393,cluster1
227,298,cluster1
228,545,cluster1
229,6230,cluster0
230,488,cluster1
231,298,cluster1
232,298,cluster1
233,298,cluster1
234,393,cluster1
235,488,cluster1
236,298,cluster1
237,298,cluster1
238,912,cluster1
239,298,cluster1
240,298,cluster1
241,488,cluster1
242,393,cluster1
243,393,cluster1
244,298,cluster1
245,298,cluster1
